,texture_contrast_nondir_post1,texture_contrast_nondir_post2,texture_contrast_nondir_post3,texture_contrast_nondir_post4,texture_correlation_nondir_post1,texture_correlation_nondir_post2,texture_correlation_nondir_post3,texture_correlation_nondir_post4,texture_diffentropy_nondir_post1,texture_diffentropy_nondir_post2,texture_diffentropy_nondir_post3,texture_diffentropy_nondir_post4,texture_diffvariance_nondir_post1,texture_diffvariance_nondir_post2,texture_diffvariance_nondir_post3,texture_diffvariance_nondir_post4,texture_energy_nondir_post1,texture_energy_nondir_post2,texture_energy_nondir_post3,texture_energy_nondir_post4,texture_entropy_nondir_post1,texture_entropy_nondir_post2,texture_entropy_nondir_post3,texture_entropy_nondir_post4,texture_inversediffmoment_nondir_post1,texture_inversediffmoment_nondir_post2,texture_inversediffmoment_nondir_post3,texture_inversediffmoment_nondir_post4,texture_sumaverage_nondir_post1,texture_sumaverage_nondir_post2,texture_sumaverage_nondir_post3,texture_sumaverage_nondir_post4,texture_sumentropy_nondir_post1,texture_sumentropy_nondir_post2,texture_sumentropy_nondir_post3,texture_sumentropy_nondir_post4,texture_sumvariance_nondir_post1,texture_sumvariance_nondir_post2,texture_sumvariance_nondir_post3,texture_sumvariance_nondir_post4,texture_variance_nondir_post1,texture_variance_nondir_post2,texture_variance_nondir_post3,texture_variance_nondir_post4
0,76.7692307692,153.6303451526,228.7549770291,287.6510778655,0.2833331454,0.2554424181,0.2501227896,0.2301891708,1.2327483963,1.3849836446,1.4734192827,1.5329880089,40.1245988499,77.8343379827,113.2475564582,134.6602019915,0.0033629268,0.0016464594,0.0011748450,0.0008482147,2.6780731158,2.9566905616,3.1125500737,3.2283079827,0.1853075594,0.1352809993,0.1122632949,0.0973185727,163.9842148663,174.8566380021,195.6912474968,215.1820002356,1.6074573676,1.7682615540,1.8571528886,1.9153221252,137.4055701251,258.9726149663,381.2915254670,459.6647201833,53.0858386219,101.1955650380,149.4570830481,185.5389661239
0,3.2500000000,22.5000000000,55.2500000000,86.5000000000,0.0755928946,0.0190312273,0.1253973541,0.0524384861,0.2442190503,0.4515449935,0.6020599913,0.4515449935,0.1875000000,2.2500000000,9.6875000000,14.2500000000,0.2500000000,0.2500000000,0.2500000000,0.2500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,0.2750000000,0.0594117647,0.0328021617,0.0196197082,159.2500000000,164.5000000000,183.7500000000,203.0000000000,0.6020599913,0.4515449935,0.6020599913,0.6020599913,3.6875000000,22.2500000000,61.1875000000,87.5000000000,2.1875000000,6.1875000000,10.6875000000,18.1875000000
0,87.8820873668,108.8793419019,134.5651793704,141.2545351013,0.2221351919,0.2245539040,0.2258467077,0.2330225909,1.2511821788,1.3154510472,1.3699270324,1.3865681407,48.3675734311,55.5164535772,64.5963024969,65.4181078884,0.0037376334,0.0024235059,0.0016674635,0.0014353012,2.6959379368,2.8527804562,2.9929379609,3.0529196589,0.1955182396,0.1648400081,0.1391453097,0.1334370695,123.2697063369,106.4355120800,102.9451923859,117.8090376637,1.5904648996,1.6649337731,1.7328660878,1.7604175863,138.0751068608,171.9363969089,213.0766552811,227.0777447259,56.4333400666,70.2998413477,87.0828211377,92.5779824208
0,66.2500000000,150.7500000000,111.0000000000,171.2500000000,0.9956824448,0.9889740046,0.9974466957,0.9917904330,0.4515449935,0.4515449935,0.4515449935,0.4515449935,13.6875000000,55.6875000000,11.0000000000,55.6875000000,0.2500000000,0.2500000000,0.2500000000,0.2500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,0.0347285068,0.0522897488,0.0131553750,0.0313978169,155.2500000000,199.2500000000,185.0000000000,195.2500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,238.6875000000,438.1875000000,470.0000000000,531.6875000000,35.0000000000,46.6875000000,85.2500000000,62.1875000000
0,168.2219024219,261.2544752545,321.8964197964,342.3147420147,0.2996375782,0.3109007784,0.3267823273,0.3337869608,1.3762965209,1.4730484018,1.5186807429,1.5386069047,96.1645081800,146.9349207206,178.9919763722,186.4260632495,0.0024576480,0.0016449978,0.0012195322,0.0010974595,2.9250410215,3.1062047148,3.2068492134,3.2507530205,0.1720896706,0.1459765810,0.1302040285,0.1245649762,128.3709371709,140.0550368550,168.3995436995,184.8853281853,1.7389901956,1.8461948343,1.9039971717,1.9281117278,312.0996116524,496.8365637842,634.2255175173,685.1079103960,119.9108131898,189.3346664480,239.0317516026,256.5403394564
0,113.2046565105,184.3679218166,224.1175625180,230.9764300086,0.0073101765,-0.0018493998,-0.0010838982,-0.0003165211,1.3367871044,1.4434073594,1.4887040713,1.4945914027,53.1031662814,83.5730169627,97.5922471965,98.2731823124,0.0032244549,0.0021255939,0.0018501350,0.0015802944,2.6624839137,2.8210799314,2.8838649630,2.9410967699,0.1607948847,0.1290008579,0.1146885017,0.1023911597,210.8430583501,227.9718309859,247.2719172176,232.0135096292,1.5974712079,1.6988579102,1.7480293523,1.7614403671,114.8060677951,183.6600285820,223.6322984513,230.8106826811,54.6709511783,88.5455496499,110.2088701882,114.3128797835
0,166.0146593849,199.1414199483,196.1391204369,233.3854555907,0.0143723425,0.0177661593,0.0285013107,0.0260007820,1.4202053770,1.4487445682,1.4501832305,1.4821128097,74.5784067523,94.1186905443,87.9288932792,104.7889429130,0.0021302207,0.0025000328,0.0021102263,0.0019707619,2.8262359195,2.7902694561,2.8385307612,2.8686752462,0.1303794185,0.1342852136,0.1265237015,0.1188960927,187.4397815464,227.8306984766,253.9085944237,247.2664558781,1.6948531340,1.7087873392,1.7263829177,1.7670570264,170.8459713234,206.3424206389,207.5075978806,245.5912605349,82.9631308981,100.6234321298,101.4989053113,121.7344999658
0,49.2703560099,63.9857243567,93.3064857244,94.4807895664,0.1213090929,0.1368288914,0.1349098707,0.1226305906,1.1546296446,1.2181927766,1.2974230579,1.3010167038,25.0189839958,30.6602342913,44.0322221565,43.0379673703,0.0063135447,0.0048262617,0.0033341331,0.0030248234,2.4193826144,2.5359601638,2.6867075934,2.6939137135,0.2347020011,0.2059459526,0.1735090058,0.1582964117,174.3151216073,171.1891082129,169.3727529080,181.8731053930,1.4515617713,1.5190428922,1.6039026132,1.6003106746,62.8650973856,84.2679039280,122.3906640112,120.8890792885,28.3381294240,37.2313227668,54.2809112092,53.3014085175
0,111.1374709335,173.1847525191,190.9245377035,232.3893256561,0.2273760921,0.2190378971,0.2303365846,0.2227355821,1.2862616109,1.4053670439,1.4382039065,1.4785957901,63.9382431227,90.5612623762,94.8070422850,114.9654285566,0.0036857262,0.0019151421,0.0015800410,0.0013653313,2.7175458468,2.9702510155,3.0388375520,3.1096339416,0.1931857849,0.1440025136,0.1358361088,0.1239892109,228.7551212490,238.7079503931,249.3691174842,240.6882958698,1.6277969606,1.7491348412,1.7885772188,1.8299556564,176.5499889981,270.3296666108,305.1995401247,365.5762986240,72.2127138795,111.2749296579,124.3898918109,149.7136076960
0,54.2287461774,137.1398572885,181.7104994903,238.1115188583,0.2405294686,0.2193847994,0.2236432742,0.2379543305,1.1903608104,1.3741617974,1.4281534526,1.4938932583,24.0359056944,64.7979830438,86.8297932273,110.7415423526,0.0037379320,0.0019011992,0.0014779069,0.0012017528,2.5934297056,2.8892444650,2.9796204935,3.0614453030,0.1878885288,0.1311639224,0.1152569746,0.1053206013,234.2340468909,245.9977573904,254.0318042813,252.6106014271,1.5613507811,1.7459047972,1.8028849938,1.8671629945,88.4752934086,213.9455607199,286.2795185590,386.7384808819,36.0680512199,88.7820527224,116.9368727120,156.6658010456
0,52.5000000000,102.5000000000,126.5000000000,129.2500000000,0.8278334234,0.9199326086,0.9670980886,0.9791652210,0.4515449935,0.4515449935,0.6020599913,0.4515449935,22.2500000000,53.5000000000,45.5000000000,34.1875000000,0.2500000000,0.3750000000,0.2500000000,0.2500000000,0.6020599913,0.4515449935,0.6020599913,0.6020599913,0.2555702918,0.5029112493,0.0772398190,0.0315428692,226.0000000000,240.5000000000,252.0000000000,244.7500000000,0.6020599913,0.4515449935,0.6020599913,0.6020599913,114.5000000000,254.2500000000,395.5000000000,479.6875000000,9.6875000000,22.6875000000,47.2500000000,68.7500000000
0,48.1932938856,88.3032779187,99.4005823237,106.0309946464,0.5323751423,0.5937311903,0.6041181128,0.6492230519,1.1277056858,1.2643614589,1.2958567858,1.3167166466,26.4155161078,46.5748571950,50.8191455137,51.8861670930,0.0043370416,0.0020769750,0.0016785756,0.0013684095,2.6079791031,2.9037213709,2.9780057923,3.0462142927,0.2373427953,0.1856794848,0.1718899429,0.1564225481,229.5442847751,242.4697097774,256.7622804546,248.1006856391,1.6365633516,1.8319739973,1.8646906769,1.9206161966,157.7664008386,346.0084513387,402.0568546849,497.7871761994,50.5502424434,106.4454168276,122.9059441793,147.4585925627
0,61.4360155114,165.7438196801,214.4037809016,253.8843916626,0.0525881270,0.0702022408,0.0874442814,0.0844968259,1.2170057777,1.4255927013,1.4806402562,1.5176535028,27.1286762780,70.1109684422,89.1222572345,105.2229323686,0.0042486212,0.0016487432,0.0012682188,0.0011113803,2.5635003366,2.9277661088,3.0199935396,3.0789640071,0.1841494609,0.1121883539,0.0944429150,0.0884403486,80.8746970431,108.0283567620,136.9587978672,148.0588948134,1.5101490570,1.7410866648,1.8030942307,1.8387960001,68.2385405650,190.7551338485,255.4699456223,300.7224160350,31.2725943845,85.9823873835,114.3484901441,134.3269540380
0,683.9545454545,776.0506588418,692.7823607574,681.9981729598,0.1967367892,0.1879191727,0.2051467238,0.2317572872,1.5557127508,1.6271263148,1.6361113917,1.6461011959,470.6137652520,501.1707082469,421.8535311190,403.1828750767,0.0017145572,0.0011924747,0.0009980203,0.0009391978,3.0774164668,3.2152649134,3.2814448028,3.3085516981,0.1367264200,0.1180146363,0.1088066848,0.1051490862,145.8732698483,167.2240615657,170.8107075628,171.4137415569,1.8879515821,1.9576938681,1.9860633369,2.0019148387,1018.9472325702,1135.1943429766,1050.3297425068,1093.4556034407,420.3341836834,474.3662597541,433.4942661941,446.0368833291
0,256.5114942529,251.4540229885,238.0057471264,269.1264367816,0.1725908570,0.0838678433,0.0300034551,0.0239178076,1.4531621338,1.4577430733,1.4596556307,1.4730298550,105.9557735500,90.8639516449,85.4690513938,82.6627031312,0.0079931299,0.0079270709,0.0091821905,0.0070022460,2.1341338040,2.1371360376,2.0873884303,2.1748070653,0.0721690866,0.0633295689,0.0779416710,0.0387031622,197.7758620690,213.9482758621,222.7643678161,226.6206896552,1.7621596509,1.7272573604,1.7132151854,1.7145381717,344.7601070155,291.1754855331,251.2375809222,282.2814110186,156.3268595587,152.8545382481,139.6176839741,145.9043797067
0,99.1825483468,116.9407621127,118.8693595342,135.3566229985,0.7244718939,0.7872472858,0.8064063646,0.8205563565,1.2502412352,1.3166319944,1.3278004238,1.3572262977,59.2237322708,63.2068168082,62.1082223340,70.0465974887,0.0018159567,0.0012962210,0.0012300685,0.0010331014,3.0370782001,3.1926369028,3.2247863258,3.2977400930,0.1929154117,0.1704572703,0.1624450850,0.1510785236,184.0386514868,198.5027292576,204.8010501144,207.9309627781,1.9289986452,2.0337271806,2.0466494545,2.0910530232,616.8718425151,972.9010634599,1097.0441681632,1355.8476979918,181.0039962603,276.2428931551,307.3217548424,377.5372203832
0,106.9853479853,140.6710810557,159.0747628440,175.9331267024,0.6936214205,0.6976175338,0.6843040036,0.6985135876,1.2924749848,1.3390831286,1.3780454257,1.3967675705,57.7984508437,78.5964553429,85.6971227831,96.0904171292,0.0019362182,0.0016371849,0.0014332480,0.0015157473,2.9295899297,2.9987105646,3.0502046469,3.0575194546,0.1653642384,0.1516404571,0.1431891326,0.1426775645,194.0767352306,207.5795059641,215.3865877712,221.2957640650,1.8434703720,1.8954561954,1.9184009210,1.9295048731,587.5892089149,785.8847044427,845.2156292602,983.8996561435,167.8673601579,221.4228823679,240.2877000546,278.2088511513
0,934.4547319407,1111.4279210701,976.3443496486,874.5655788756,0.1913552432,0.1884711980,0.1865978829,0.1839343564,1.6679408478,1.7165697439,1.6953413447,1.6813971641,571.0251538534,657.2233054584,569.3295907683,500.4645947999,0.0012593949,0.0009763548,0.0011485551,0.0011195374,3.3624438681,3.4671442755,3.4113475621,3.4039081645,0.1296408857,0.1163757145,0.1204153765,0.1207599606,142.8549968859,142.1269314800,162.6047077200,168.4408272617,2.0146702105,2.0670524700,2.0354757795,2.0273195742,1376.6489047959,1627.5835888531,1424.2355168723,1268.7311604359,577.5966213477,683.7745345291,599.6176464329,535.3818428763
0,27.1993819962,41.4942580989,39.6233668689,32.7332700835,0.7815257056,0.7834718769,0.7923622858,0.7919204039,0.9730942297,1.0615672478,1.0620889671,1.0340337521,17.0872426314,25.8648916754,24.1263507831,19.4410703036,0.0088277720,0.0057434388,0.0055012979,0.0062189156,2.4134133776,2.6228644470,2.6380289632,2.5917269130,0.3417814678,0.3006075255,0.2988659466,0.3121718895,231.3792883073,217.7424215471,227.3124674691,260.0984787092,1.5611405085,1.6774561189,1.6882499591,1.6654860932,221.4661127740,341.5034686642,341.8403133359,281.7891739881,60.8118034325,94.1456440198,94.0652570086,77.7656480334
0,48.7638769759,105.3657027325,114.0205857125,104.4433892905,0.1305664673,0.1341929424,0.1406263497,0.1389809385,1.1019840056,1.2387956695,1.2453435831,1.2223278788,28.8526636642,64.6779995618,70.7763842577,65.2363955426,0.0115803191,0.0069326754,0.0064578768,0.0072337178,2.2807335073,2.5132164454,2.5378346892,2.4825893247,0.2990156968,0.2458378100,0.2408964292,0.2489127147,226.2130866315,212.5198505085,222.4981007230,256.4829677736,1.3986881930,1.5371524394,1.5514863865,1.5232225210,63.4085825693,138.0174040213,151.3281730868,138.1540108468,28.0876601029,61.0073843403,66.5001938045,60.8281114482
0,87.4047503635,138.4112942317,155.6992244304,129.8053805138,0.1752033232,0.1448496152,0.1439780104,0.1533660350,1.2847296847,1.3747428218,1.3944228886,1.3551230610,40.2398805066,66.5727281496,74.7733712934,63.9422818282,0.0034752368,0.0028787804,0.0026007003,0.0033194556,2.6781958271,2.7536323400,2.8048292645,2.7087348892,0.1625475864,0.1519051211,0.1407756008,0.1591366446,238.3431895298,225.0714978187,234.2726611730,266.9202617547,1.6205769646,1.6890683452,1.7076769667,1.6628112950,124.5017071318,185.2360417216,207.9864896220,176.6599045364,52.4697830858,80.3474055497,90.0389220998,76.8301463779
0,39.2750070442,61.8284023669,61.0122100122,49.7393632009,0.6814830465,0.6800218577,0.6916188487,0.7064851908,1.1236021432,1.2159298021,1.2133056134,1.1719219000,17.5856775201,28.4359175932,27.5610828817,22.9443734265,0.0029202458,0.0020697590,0.0019618536,0.0021737476,2.7257137573,2.8882517380,2.9026134121,2.8469121760,0.2123675616,0.1874166268,0.1815884271,0.2064693525,236.0756081525,225.1981778905,236.0198177890,269.6223349300,1.7199318539,1.8168036409,1.8257179724,1.8026720841,206.9229017974,324.0073114165,333.8849270636,288.4429800651,62.7637303489,98.4952446444,101.0587478892,86.6668847533
0,156.8413797329,190.7358779561,175.2538291876,137.3139321162,0.0912566265,0.0975911873,0.0952950743,0.0903481974,1.3706909095,1.4302963510,1.4199215702,1.3780187916,87.0387433757,98.5078737481,87.1606192898,65.1732523301,0.0029745238,0.0019012064,0.0017244698,0.0018989017,2.8252792663,2.9730454571,2.9864050091,2.9296745014,0.1643104985,0.1371904623,0.1318802013,0.1427309454,242.2550545276,230.2942654087,240.3307805416,272.0159294204,1.6736101225,1.7441525796,1.7380593602,1.6950021799,188.3332439653,231.9741234679,212.1668371435,164.5890122749,87.2763958452,106.8297736037,97.9688682290,76.2037488078
0,363.0473451619,480.0125321549,451.8576083372,366.0249983510,0.3438763428,0.3497630483,0.3577879878,0.3600977973,1.4978293267,1.5743437028,1.5703828610,1.5335058220,222.1264395092,283.6348555034,261.6218092247,208.4674460510,0.0028746500,0.0024297400,0.0024062599,0.0030792944,3.0639631330,3.2040643765,3.2079752391,3.1258148730,0.1742245311,0.1605096656,0.1607844142,0.1729529494,240.6257370886,226.8189433415,236.3357826001,268.4205923092,1.8633328266,1.9447432750,1.9459318934,1.9058470419,743.4935266399,996.3145174772,955.2355516087,777.8973320415,275.1461017885,366.8244257403,349.7918443900,284.6751812497
0,240.7164588529,435.3009975062,524.4331255195,445.0061512884,0.2053251999,0.1883808010,0.1830984212,0.1856886167,1.3958543630,1.5428701922,1.5899323182,1.5725767956,154.7112638534,267.1471510058,315.5921865104,256.7463096139,0.0021666877,0.0011310875,0.0008861920,0.0009259167,2.9001587804,3.1697876509,3.2661896203,3.2407576730,0.1537721209,0.1152189854,0.1033274874,0.1049611434,189.9584372402,202.2882793017,230.9756026600,261.0039900249,1.7212446001,1.8666971054,1.9233402679,1.9051684613,365.1019300599,637.3665209793,759.5165701896,647.9466174962,150.3044577442,267.0453108898,318.8081971488,272.0954596244
0,123.2500000000,193.0000000000,291.7500000000,275.7500000000,0.9908640090,0.9803261658,0.9473985725,0.9573534051,0.6020599913,0.4515449935,0.4515449935,0.6020599913,37.6875000000,60.7500000000,141.6875000000,113.1875000000,0.2500000000,0.2500000000,0.2500000000,0.2500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,0.0421992511,0.0308999913,0.2510661429,0.0760330735,173.7500000000,169.5000000000,181.7500000000,170.7500000000,0.6020599913,0.6020599913,0.6020599913,0.6020599913,416.1875000000,650.7500000000,749.6875000000,808.1875000000,52.1875000000,83.0000000000,68.1875000000,88.5000000000
0,928.7461914343,864.0663983903,960.0221327968,820.6990514516,-0.0066856926,0.0042896952,0.0014669910,-0.0011838440,1.7331671321,1.7252523416,1.7550887455,1.7455263610,507.2401522840,452.8943172442,477.9552375229,367.6296554013,0.0011110064,0.0011777642,0.0011052229,0.0009274222,3.1058742789,3.0758902203,3.0999275497,3.1535655311,0.0834746098,0.0902213180,0.0841113493,0.0751870576,188.9864903708,185.4719747054,200.6504742742,186.9307272205,2.0006405247,1.9877289886,2.0146847877,2.0084001804,916.1811914480,870.3814364857,961.3983836497,817.6770063984,463.4217930256,422.9438279577,463.8864180856,404.2217314894
0,129.7534600760,231.8273764259,274.0535361217,278.5920912548,0.1783846135,0.1864196326,0.1912209913,0.1961296591,1.2947701916,1.4670268220,1.5120903623,1.5179104870,79.1305056080,120.1627534647,135.7416270063,136.5383220807,0.0041427807,0.0016028221,0.0012209631,0.0011236710,2.6305462148,2.9687843919,3.0750811853,3.1058310434,0.2152886771,0.1293253711,0.1178213346,0.1129905439,200.0643346008,225.2372623574,209.3490494297,205.8115589354,1.6230536217,1.8023490808,1.8592640629,1.8745404354,186.0808800706,338.0422617068,403.6215865489,414.5237295089,78.5747294655,141.5613978285,169.5161624427,173.6322554670
0,131.1260264191,139.5721171010,138.5290372486,146.1893966441,0.2533949186,0.1857788233,0.1960314212,0.1136201981,1.3549376979,1.3735324798,1.3789392009,1.4008236183,66.1378306844,68.7914235598,65.6281670348,63.9065996098,0.0019837089,0.0017827966,0.0017049540,0.0014272188,2.9390501656,2.9600789681,2.9873471414,3.0297536297,0.1536908940,0.1435888022,0.1378911662,0.1224101382,228.6619064620,206.9932762109,203.9234202071,212.0952635963,1.7348709065,1.7260798546,1.7377988860,1.7304155976,219.9979145851,203.1431774492,205.9893158281,183.6576510164,88.3995999124,87.1065733099,86.8616829744,83.1273000274
0,328.2520839322,315.0994538661,263.9908019546,236.4713998275,0.0823963297,0.0838101573,0.0833270671,0.0708316804,1.5121707653,1.5094116711,1.4911228935,1.4811545643,183.0145990715,171.7678342878,134.9767260401,115.0726815622,0.0016873714,0.0016964597,0.0017613999,0.0017804028,2.9192852625,2.9125657654,2.9122325263,2.9056743814,0.1197040205,0.1139829072,0.1145152478,0.1128114737,175.8818626042,170.9712561081,201.3124461052,225.8194883587,1.7994055695,1.8069241943,1.7867727946,1.7719316431,387.1067679018,372.6499355018,311.7756168680,272.3422358980,187.4388746143,179.0407622097,149.3433677249,131.3805358327
0,55.9784420811,59.0183960908,83.3354412187,105.2322506467,0.0976572649,0.1156729073,0.1054372737,0.0837407383,1.2013489249,1.2169115640,1.2812787814,1.3265924414,22.9465113268,24.2053434226,36.1256257621,47.2684724947,0.0038196576,0.0034422442,0.0031563751,0.0028235772,2.5641531096,2.5922413496,2.6602271331,2.7151414179,0.1781704016,0.1774415532,0.1634882345,0.1538017543,176.3400402414,171.0701350963,202.3052601322,226.8608795631,1.5153909921,1.5317835194,1.5909751203,1.6140068510,68.0789687825,74.4365872482,102.9732146420,124.4612433770,31.7333893725,33.5231503173,46.4145359985,56.0251614396
0,87.8407511408,172.6533871534,199.0338013338,205.5758862759,0.2165033702,0.2172695165,0.2211629020,0.2266418812,1.2848593791,1.4232247515,1.4518493091,1.4576145372,42.1343240385,83.0384891154,94.7838956370,97.7069923496,0.0033575346,0.0020100431,0.0019489279,0.0021267886,2.7499717681,2.9896288988,3.0320814126,3.0171393001,0.1880954203,0.1501320690,0.1451328104,0.1479488595,201.0132327132,191.0520533521,192.2594243594,195.9777114777,1.6289268585,1.7698770945,1.7979036617,1.8005200291,136.3860305815,268.4976414489,312.0642890333,326.0594891818,56.3289222885,110.2495622216,127.6727320049,132.6385710836
0,133.2748216106,227.0112130479,234.2134556575,224.6495412844,0.1125443451,0.1065881789,0.1028780411,0.1055455644,1.3781465413,1.4907352432,1.4964478695,1.4901198978,57.8984410216,99.4801238205,100.8851196588,96.9341985388,0.0018025252,0.0013052482,0.0011903641,0.0012730774,2.8942238996,3.0300299027,3.0652088744,3.0369891783,0.1262225123,0.1112545792,0.1067995755,0.1109600083,283.4811416922,278.0803261978,264.8528032620,276.0436289501,1.7045934142,1.8117738898,1.8192591311,1.8084820103,167.0671774937,281.1266771617,287.8519314893,277.4313279113,74.6335927578,124.4976878323,127.6795873482,121.6542770956
0,1.0000000000,2.5000000000,1.2500000000,2.5000000000,1.0000000000,0.9428571429,0.7777777778,0.9902674083,-0E-10,0.3010299957,0.4515449935,0.3010299957,0E-10,0.2500000000,0.6875000000,0.2500000000,0.2500000000,0.2500000000,0.3750000000,0.2500000000,0.6020599913,0.6020599913,0.4515449935,0.6020599913,0.5000000000,0.3500000000,0.6750000000,0.3500000000,110.0000000000,152.0000000000,146.2500000000,169.0000000000,0.6020599913,0.6020599913,0.4515449935,0.6020599913,5.0000000000,8.5000000000,4.1875000000,11.5000000000,1.2500000000,2.1875000000,1.6875000000,3.6875000000
0,369.1126009126,505.0414531415,533.1916812917,546.9050895051,0.3698531029,0.3711770046,0.3668521232,0.3613313268,1.5298387191,1.6234323605,1.6489421205,1.6633960889,214.0615906242,271.0996501072,271.3574808166,266.8755846349,0.0012841192,0.0006796446,0.0005240020,0.0004403656,3.1998091157,3.4169698274,3.4940099456,3.5444966945,0.1312432263,0.1025374062,0.0920222370,0.0838209906,149.3213057213,201.7844506845,213.7275886276,227.5026325026,1.9301307774,2.0395806873,2.0730023132,2.0916103699,801.7924453291,1100.0517834908,1149.5042757227,1163.7382345582,291.7956380549,400.9891202569,421.4815977243,428.6931597177
0,108.9520639148,178.4598762831,210.8988015979,311.4247838325,0.2161430337,0.1987993334,0.2016837337,0.1934468006,1.3104322780,1.4271691837,1.4670283458,1.5538776935,57.0017644460,87.4587793224,100.6514562702,144.7881864952,0.0022327900,0.0011903154,0.0009479986,0.0006109175,2.8820176159,3.1189909859,3.2094800922,3.3874158968,0.1666463788,0.1270743351,0.1149749893,0.0955801055,155.6495980043,199.4636686949,259.7736857186,258.1160478012,1.6697620511,1.7855508448,1.8313193326,1.9234037094,169.0299262235,267.0122189464,317.4286483531,460.7535945472,69.2408027543,110.6564854732,131.2326303418,191.3130554629
0,238.4874304573,453.9987666195,641.6118321546,628.4032512966,0.2734681931,0.2700901871,0.2605233661,0.2583977467,1.4778106841,1.6209850685,1.7003767338,1.6999053478,124.2856897102,228.2977971867,312.9941488994,299.5510013282,0.0012575167,0.0006193589,0.0004104158,0.0003856228,3.1750716957,3.4633396385,3.6242204674,3.6323048893,0.1324184552,0.0985521337,0.0817649375,0.0800082361,152.2624422442,182.9436718529,188.4109495521,188.9162545969,1.8366783488,1.9868311861,2.0671027386,2.0691544280,418.0135531114,789.9819058763,1093.6970516302,1066.3121531384,163.7169449613,310.5758159243,433.2833375049,422.9716629619
0,46.2502061491,120.1673930969,201.6805277418,300.9580633761,0.4988402859,0.5041619161,0.5011774326,0.4947374828,1.1421498094,1.3294511871,1.4337034615,1.5143825159,22.9097773603,61.4353649768,104.1902022256,157.4580409305,0.0037656293,0.0019012082,0.0013680090,0.0011075429,2.6339102917,2.9564496322,3.1056139068,3.2075792918,0.2306376012,0.1719889582,0.1441443706,0.1261526739,115.4633054541,124.2314760278,144.6959594770,156.5530686771,1.6397219910,1.8321000396,1.9339940428,2.0138303806,137.8372976380,363.3047649435,605.4039664754,888.1715564331,44.4313845080,117.3285158160,197.3169573935,290.5939254282
0,162.6909991964,264.3031074203,243.7540851862,208.6789445486,0.3434368124,0.3803299770,0.4106529690,0.4345186830,1.4018945675,1.5003221173,1.4895804785,1.4622701979,81.5052512546,133.4970415935,119.0905493241,99.2151083662,0.0014352770,0.0009393060,0.0009493165,0.0009869189,3.0157033395,3.1900778077,3.1898170445,3.1679657355,0.1338464043,0.1072869803,0.1060631527,0.1128195518,162.2302437718,175.1177337262,164.2713635146,155.1335387088,1.8342522472,1.9508632710,1.9533120969,1.9380493987,332.6829910201,588.0342234201,582.7096460647,528.5148489027,125.4473929461,212.8976202252,206.1957346740,183.1901152534
0,34.9707984791,57.0958174905,69.8807604563,60.5942205323,0.1208680588,0.1288011043,0.0963064490,0.1016764860,1.1086996846,1.2066673253,1.2488968949,1.2209145097,13.7099333169,21.5052928335,25.5200956729,22.0938470355,0.0047990285,0.0028984776,0.0025005190,0.0025982275,2.4605755664,2.6493549212,2.7101486957,2.6856076113,0.2104812827,0.1645060075,0.1394486657,0.1496784038,218.9175665399,177.0015209125,214.2424334601,214.7171102662,1.4378040219,1.5459553299,1.5753380996,1.5472437149,44.5100108083,73.8424311469,84.6721765878,74.2798213072,19.8135568477,32.0581945322,38.0725195622,33.5322236031
0,59.7140093052,82.5396926587,78.6174562699,78.8519997316,0.4945006284,0.5817648814,0.6352618067,0.7066361104,1.2039270037,1.2740432090,1.2622562212,1.2654320633,27.5543330433,37.4215141107,36.5881666898,36.0601333669,0.0020173070,0.0012279193,0.0012676751,0.0010293502,2.8893473414,3.0810539548,3.0819593575,3.1448877842,0.1783436356,0.1537441932,0.1639211093,0.1614404678,233.3836285957,197.9360153000,234.6415022592,230.4856283273,1.7282665980,1.8508106331,1.8728078721,1.9343757317,176.5135793354,312.1375759801,352.4674172753,458.4187864314,59.3684752462,99.4136210235,107.7715360641,132.9118132873
0,16.9827586207,40.8333333333,47.7356321839,72.5114942529,0.0825480977,-0.0493455943,0.0205465001,-0.0426635966,0.9359124396,1.1168497186,1.1486519819,1.2130308797,6.8820517902,14.9638327388,16.9139912802,25.0283062492,0.0183643810,0.0132778438,0.0111639583,0.0125511957,1.8196428701,1.9529235657,2.0180580495,1.9921133081,0.2720925114,0.1761851746,0.1573271418,0.1190250538,161.2586206897,219.4885057471,197.3333333333,216.7183908046,1.2260579450,1.3422764966,1.4184159397,1.4486938007,19.9963337297,37.0544655833,49.2222222222,66.2252939622,9.2832936980,15.1684502576,20.6895230546,30.0394041485
