,circularity,edge_sharp_mean,edge_sharp_std,iMax_Variance_uptake,iiMin_change_Variance_uptake,iiiMax_Margin_Gradient,irregularity,ivVariance,k_Max_Margin_Grad,kurt_F_r_i,max_F_r_i,max_RGH_mean,max_RGH_mean_k,max_RGH_var,max_RGH_var_k,mean_F_r_i,min_F_r_i,skew_F_r_i,var_F_r_i
0,2.5E-9,-0.3988741255,1.0188137186,13.4582659910,0.1839700312,0.1714018999,0.9999852719,0.0207155135,4.0000000000,-0.2356559754,834.7500000000,0.6083434066,1.0000000000,0.0875120271,3.0000000000,579.3497474747,244.7500000000,-0.1214992557,15978.8885748346
0,0.8556328627,0.0453900832,0.9583325093,6.2687028126,0.3545731149,0.1170219226,0.7060317853,0.0144817477,4.0000000000,-1.0076193266,640.5000000000,0.3833585261,3.0000000000,0.0693678733,3.0000000000,413.5037313433,50.7500000000,-0.7035177573,37524.1524197196
0,0.8556923278,0.1473266392,0.9443459975,3.8837773727,0.3951698970,0.1393812647,0.9288393205,0.0108293049,3.0000000000,0.4702850786,800.5000000000,0.5034747595,1.0000000000,0.0852915292,2.0000000000,449.9637362637,232.7500000000,0.9187042504,12493.6001742751
0,1E-10,13.1433688889,0.9547367771,2.3575144334,0.5234492019,0.1616520338,0.9999865846,0.0131461658,2.0000000000,0.3010463559,662.7500000000,0.6056412333,4.0000000000,0.0950534370,1.0000000000,550.7991071429,394.7500000000,-0.5243060150,3134.7539772727
0,0.8557346623,-0.0466045533,0.9753890197,9.7309713871,0.1451378123,0.1462336051,0.9490555206,0.0227815841,1.0000000000,-0.7105320436,1299.2500000000,0.4874428858,1.0000000000,0.0796534086,1.0000000000,551.1479536887,94.5000000000,0.5531026767,89029.1499204141
0,0.8557363351,0.1647110455,1.0125549711,10.6125456057,0.0942280992,0.1684544795,0.9714773921,0.0245629186,1.0000000000,2.7208874492,1206.5000000000,0.5654894263,1.0000000000,0.0906522590,3.0000000000,563.9874140608,254.5000000000,0.8877496629,11237.5649183738
0,0.8557356082,2.1310898005,11.6936587269,6.9312567679,0.2278082132,0.1637856748,0.9370730310,0.0212748587,2.0000000000,-0.6738553206,683.5000000000,0.5202002559,2.0000000000,0.0814315167,3.0000000000,423.2083333333,181.7500000000,0.1615524932,11646.2569201112
0,0E-10,0.1130920151,0.8476209918,38.9191556067,0.0377586976,0.1594395235,1.0000000000,0.0106033781,1.0000000000,-0.4526583160,711.5000000000,0.7616177448,2.0000000000,0.0900488360,1.0000000000,576.8676470588,443.5000000000,0.2061971841,4474.2899473222
0,0.8557355366,-0.0570607918,0.9679113980,11.9254011343,0.0910754141,0.1399361466,0.9658042883,0.0161851225,1.0000000000,0.6835220625,1272.7500000000,0.5449604272,1.0000000000,0.0914710649,1.0000000000,584.9007564841,210.0000000000,0.4844324991,19892.1934682737
0,0.8557212471,-0.2959615580,1.0252336004,4.9967762416,0.2381445595,0.1147098096,0.9229159779,0.0101457414,1.0000000000,-0.1101173391,987.5000000000,0.4673944286,1.0000000000,0.0817495353,4.0000000000,725.0423497268,354.2500000000,-0.3154691269,12571.5561472086
0,3E-10,0.2291095814,1.1152257483,2.5252863309,0.3959946988,0.0791816879,0.9999877193,0.0029412028,1.0000000000,0.1338302446,570.0000000000,0.6346231319,2.0000000000,0.0929074478,2.0000000000,490.7702702703,408.7500000000,0.1142564635,1272.6338247338
0,0.8556889067,-0.2647382763,0.9540946478,5.5931495417,0.2293754602,0.1222496201,0.8184218636,0.0101188041,1.0000000000,-0.2854209758,1464.2500000000,0.5254040997,2.0000000000,0.0729469383,3.0000000000,1036.6446078431,533.7500000000,-0.0701769396,32979.1715082585
0,0.8557057539,-0.1714125714,0.7002324850,13.5500403608,0.1310302833,0.3478748562,0.8777268015,0.0613290474,4.0000000000,-0.3535909976,1649.2500000000,0.4706289827,2.0000000000,0.0890501295,2.0000000000,876.8360849057,90.0000000000,0.0535257977,111202.2968847805
0,0.8555874253,0.2028149893,0.9405450708,23.0961969073,0.0898821571,0.1218637993,0.7443094971,0.0143742227,4.0000000000,-1.4285476543,748.0000000000,0.7845375841,3.0000000000,0.0945675828,1.0000000000,538.5451807229,259.2500000000,-0.1754090493,24038.1941669115
0,0.8557186766,-0.2346658960,0.8993596656,10.7140412114,0.1434598849,0.1623108935,0.8731502621,0.0188368930,1.0000000000,-0.6091173704,797.2500000000,0.5660394544,4.0000000000,0.1033343011,3.0000000000,453.4428838951,205.2500000000,0.3034421248,18572.6757694799
0,0.8557306099,-0.8942913320,0.9751320172,12.2747500754,0.1312081707,0.1602846567,0.9217301105,0.0269416379,1.0000000000,-0.2748013684,1056.7500000000,0.4943283471,1.0000000000,0.0906979332,2.0000000000,591.3181390977,178.5000000000,-0.0835938570,37278.7890143792
0,0.8557360160,0.0226091819,0.9595248390,5.2102427367,0.2641360673,0.1204634315,0.9575437090,0.0112654145,2.0000000000,0.2678936834,1565.7500000000,0.5147175007,1.0000000000,0.0781259217,1.0000000000,795.7248803828,336.7500000000,0.6991675202,42131.7951782060
0,0.8556890979,0.1007384650,0.9875808768,5.8437873801,0.2046490903,0.1296714625,0.8309459073,0.0122488126,2.0000000000,-0.7691919104,1090.5000000000,0.5832577229,2.0000000000,0.0926620042,1.0000000000,793.4337500000,528.5000000000,0.2060088175,17787.9892902010
0,0.8557199306,0.0415697134,1.0050268049,3.0385007171,0.4298920430,0.1212242031,0.9261706745,0.0122609009,1.0000000000,0.1484145721,1229.0000000000,0.4773349209,3.0000000000,0.0828673254,1.0000000000,791.2745098039,471.0000000000,0.3486820143,18150.9747574425
0,0.8553635200,-0.9502765000,0.9453017655,5.8508293808,0.4600235121,0.1342502050,0.7325232778,0.0088314317,3.0000000000,-0.4802438078,413.0000000000,0.3568506816,3.0000000000,0.0513085527,3.0000000000,348.8011363636,252.0000000000,-0.6191051680,1629.4002378436
0,0.8557360304,-0.0450451821,0.9651373683,6.0827853740,0.1825330825,0.1499056600,0.9795960810,0.0166719816,1.0000000000,1.1423195275,1267.0000000000,0.5188013290,1.0000000000,0.0853852196,1.0000000000,610.6875480400,289.5000000000,0.6340643896,15184.9809799806
0,0.8557298256,0.1815995347,0.9866005539,9.9805040299,0.1239060247,0.1008537382,0.9095599522,0.0112560677,1.0000000000,-0.7418401943,1266.0000000000,0.4093167774,1.0000000000,0.0734707354,1.0000000000,739.6434049080,261.7500000000,0.2886452979,45766.2547343398
0,0.8557108205,-1.7984776878,0.9512640814,9.4703290476,0.1665443311,0.1367312627,0.8700329769,0.0136211640,1.0000000000,-0.7257316802,810.0000000000,0.5007692732,3.0000000000,0.0798609072,1.0000000000,578.0476694915,251.0000000000,-0.3094188883,18160.2044671836
0,0.8557338921,-0.0129201869,0.9573654424,7.0044736436,0.1427659023,0.1309205841,0.9683713150,0.0149312620,1.0000000000,2.2149009574,1733.5000000000,0.5756551497,3.0000000000,0.0869866613,1.0000000000,869.2023769386,494.0000000000,0.4831599797,17947.5346643921
0,0.8556132917,-0.5480730634,0.9934823244,12.4836794111,0.0987225044,0.0853493674,0.7772991021,0.0070795897,4.0000000000,-0.7957220938,675.0000000000,0.5011172063,3.0000000000,0.0795229813,4.0000000000,443.3023809524,281.0000000000,0.3173434107,11141.6661172161
0,0.8557299750,-0.6031235116,0.9352346250,13.1377097091,0.1448990135,0.2061793596,0.9179539935,0.0315009966,3.0000000000,-0.4152582976,852.5000000000,0.5396619806,4.0000000000,0.0778020169,4.0000000000,560.1996233522,266.2500000000,-0.0321611407,12172.7766016416
0,0.8557321157,-0.1247993927,0.9374562038,6.6125275009,0.2999227886,0.1864375557,0.9700026737,0.0331456658,4.0000000000,-0.2607244030,1359.0000000000,0.5128120077,1.0000000000,0.0873633088,2.0000000000,610.5193726937,145.2500000000,0.5361643818,61951.6754463052
0,0.8557331558,-0.1165305638,0.9264607842,6.6800075219,0.3039776276,0.1844772471,0.9690467182,0.0336783860,4.0000000000,-0.3247687826,1359.0000000000,0.5106247557,1.0000000000,0.0880920210,2.0000000000,620.2089018843,150.7500000000,0.4944125876,63082.8734536215
0,0.8557184440,-1.1043698486,0.9962147565,8.1261664965,0.1585738866,0.1762397135,0.8983934283,0.0189085691,1.0000000000,-0.7418691735,772.0000000000,0.4996407759,2.0000000000,0.0919466286,4.0000000000,538.9491525424,325.0000000000,0.1499802407,9855.4428906388
0,0.8557298776,-0.2583971323,1.0497729033,5.8426718561,0.3731213322,0.1982408467,0.9564873244,0.0437641685,2.0000000000,-0.4265700481,1087.0000000000,0.4653220295,4.0000000000,0.0825041011,2.0000000000,552.3713826367,117.2500000000,0.3469282918,33927.9828291680
0,0.8557173233,-1.2707951484,0.9958791741,9.1045400451,0.1408304171,0.1730681284,0.8946990133,0.0187028406,1.0000000000,-0.7626922910,748.5000000000,0.5037672421,2.0000000000,0.0921888453,4.0000000000,534.7262611276,325.0000000000,0.1258070666,9368.1872041472
0,2.7E-9,-0.6567188614,0.9341538036,1.8942372752,0.7394677807,0.0841053900,0.9999735600,0.0036619293,2.0000000000,1.6990162681,594.0000000000,0.5516070264,2.0000000000,0.0990681002,3.0000000000,265.9909090909,160.2500000000,1.6531995583,11515.7050041701
0,0.8557183297,-0.8583928049,0.9585973025,19.4357934548,0.0562871757,0.2075978763,0.8649662866,0.0323749899,4.0000000000,-1.0974634715,989.7500000000,0.7193687390,2.0000000000,0.0630322857,4.0000000000,662.0225806452,306.2500000000,-0.0038639375,34092.9893799749
0,0.8557294032,0.7268170628,0.9405244069,9.6196017078,0.1114254235,0.1605313032,0.9166974907,0.0186641754,1.0000000000,-0.6574733860,967.5000000000,0.5732063865,1.0000000000,0.0990006155,3.0000000000,549.1517558528,158.2500000000,-0.0306084102,28830.9281013484
0,1.3E-9,0.8454134738,0.8947889536,4.2165910510,0.3505863767,0.2732265364,0.9999919161,0.0648605771,2.0000000000,-1.2284464644,1222.2500000000,0.4806444412,4.0000000000,0.0671977166,2.0000000000,633.6617647059,138.2500000000,-0.0042488261,100521.6403967224
0,0.8555889992,-0.3796584312,0.9167795388,19.2225255110,0.0520223006,0.1581293145,0.8178089201,0.0145275996,1.0000000000,-0.2012287398,653.7500000000,0.6092953869,2.0000000000,0.0972248538,1.0000000000,555.1344086022,403.0000000000,-0.4686225415,3456.2140603086
0,0.8557280009,-0.6190921226,0.8478979859,23.6780593107,0.1305102589,0.1197525716,0.8772180634,0.0128753775,4.0000000000,-0.0493069809,902.7500000000,0.6543855404,4.0000000000,0.0906882646,2.0000000000,693.9734762980,391.0000000000,-0.4176118080,10038.2475843437
0,0.8550712997,-0.8219863920,0.9775090912,2.4044918994,0.7056329450,0.1679902142,0.9060318502,0.0199831865,4.0000000000,-0.5861687310,774.5000000000,0.4233702230,4.0000000000,0.0790076204,3.0000000000,338.1597222222,97.0000000000,0.7345952530,32549.3273601399
0,3E-10,0.1872235349,0.7299554088,6.6395201709,0.4244724798,0.2216750059,0.9999778882,0.0283923722,4.0000000000,-0.4264666710,966.0000000000,0.6228742724,1.0000000000,0.0899279283,3.0000000000,703.5882352941,218.0000000000,-0.8461339455,47187.0984313725
0,0E-10,-1.6000439949,0.9731540978,4.2182442454,0.2550283375,0.1398859863,1.0000000000,0.0143514795,2.0000000000,0.1227924190,574.7500000000,0.5151699942,4.0000000000,0.0833288377,4.0000000000,427.4309210526,212.5000000000,-0.4036319661,5307.4456038689
0,0E-10,-1.0868476494,0.8250317541,7.4583773727,0.2078204027,0.0558084657,1.0000000000,0.0022134219,3.0000000000,-0.8437546628,686.0000000000,0.4416693653,1.0000000000,0.0625822975,1.0000000000,602.6356707317,494.0000000000,-0.3326156871,2262.3402756995
0,0E-10,-1.2974806874,0.9207057451,7.9085262456,0.2604039287,0.1182519280,1.0000000000,0.0063830177,3.0000000000,-1.1278410675,572.0000000000,0.4847964809,2.0000000000,0.0862454314,3.0000000000,465.8169014085,334.5000000000,-0.0855613246,4400.6366197183
0,0.8557139947,-0.0425936401,0.7729891846,5.9815265764,0.3353089893,0.0965248067,0.9298582360,0.0063324833,2.0000000000,1.1090329518,768.0000000000,0.4691038252,2.0000000000,0.0851063979,3.0000000000,453.8054892601,209.0000000000,0.1641327123,7784.5646275594
0,0.8557125965,3.4461001873,0.9902554668,33.7020256513,0.0467084862,0.1604999796,0.8839216582,0.0217927324,4.0000000000,-0.8835629480,628.0000000000,0.5490519128,4.0000000000,0.0791112724,3.0000000000,386.5167785235,170.7500000000,0.1598289438,12259.2460963099
0,0.8557162138,0.0241768374,0.9479353414,13.3387686223,0.0910425723,0.1904933978,0.8925492289,0.0264165955,2.0000000000,-0.8446584524,730.0000000000,0.6326445215,1.0000000000,0.0943195356,2.0000000000,518.6984732824,279.7500000000,0.0268832493,11965.3811456231
0,0.8557199310,-0.6146467587,0.9166469954,20.9969234937,0.1193444193,0.0960952229,0.8967585455,0.0072932169,4.0000000000,-0.5745063293,744.0000000000,0.4469580631,4.0000000000,0.0796979006,1.0000000000,543.4359567901,257.5000000000,-0.1602540421,12943.4648095593
0,0E-10,-1.6584547440,0.8083178225,20.5757873722,0.0486008133,0.0808637055,0.9999900344,0.0025849823,1.0000000000,-0.6554750990,675.7500000000,0.6677469184,4.0000000000,0.1069296111,3.0000000000,609.2407407407,563.5000000000,0.4845485345,1126.3454415954
0,1.2E-9,0.2165650325,0.9384432334,8.8052083743,0.1135691465,0.1407616786,0.9999795789,0.0096808073,1.0000000000,-0.2664069769,763.7500000000,0.5024502648,4.0000000000,0.0975946819,3.0000000000,600.3947368421,407.2500000000,0.1290795046,6253.6294053718
0,0.8557340007,-1.1691421906,60.9294572640,11.8350502831,0.1978602089,0.1517001758,0.9558519285,0.0241570012,3.0000000000,-0.5123459099,1198.0000000000,0.4975360412,3.0000000000,0.0848829387,1.0000000000,706.7258838384,224.2500000000,-0.1108910943,35884.0696656433
0,0.8557350359,-0.4550317759,0.8739080261,9.0168921684,0.2781980681,0.1564565223,0.9603058345,0.0243560091,3.0000000000,-0.4330325051,1191.0000000000,0.5024603737,1.0000000000,0.0867762466,3.0000000000,667.4141746411,224.2500000000,-0.0631638524,27113.5043801996
0,0.8556979024,-0.8256054190,0.9009766827,10.3572388970,0.4525927893,0.2523603308,0.8381251584,0.0550723227,4.0000000000,-0.6037724118,914.0000000000,0.4407146248,1.0000000000,0.0972378093,2.0000000000,645.0079113924,287.2500000000,-0.2990496183,23621.7305591389
0,0.8557272605,-0.1106226667,0.9246302982,6.7304852357,0.3357742873,0.1190996221,0.9388729621,0.0103826812,3.0000000000,0.1845846185,1097.5000000000,0.5659963777,4.0000000000,0.0905540183,1.0000000000,765.8784606866,336.7500000000,-0.0332633496,17164.7375151319
0,0.8557259716,-1.3998600221,0.9485476645,18.5176981331,0.0542476287,0.1473962005,0.9254540154,0.0308436421,1.0000000000,-0.3150783905,765.7500000000,0.6244961885,2.0000000000,0.0869171995,1.0000000000,462.7756563246,206.2500000000,0.6777186174,14057.7539413692
0,0.8557329992,-0.5412263565,0.9198717657,11.5045193783,0.0895375040,0.1257893667,0.9523575869,0.0167772564,1.0000000000,1.8300460130,959.7500000000,0.5471731525,4.0000000000,0.0902859459,2.0000000000,557.2089939858,329.0000000000,1.1041392014,11141.2616562063
0,0.8557232467,-0.3715641666,0.8835830553,8.3209556020,0.1593067779,0.2109256917,0.8898192195,0.0335886623,1.0000000000,-0.5237973600,924.2500000000,0.5737619550,3.0000000000,0.0928973311,3.0000000000,537.5452586207,193.0000000000,0.3314213833,24854.1088869290
0,0.8557306599,-1.1712644285,0.9445872121,7.6957296280,0.2521057960,0.1690083275,0.9415099553,0.0235472275,2.0000000000,-0.8017809272,1123.2500000000,0.5463492905,1.0000000000,0.0822478125,3.0000000000,655.5164251208,276.2500000000,0.2298505280,35806.6928274419
0,0.8557256492,0.0086254373,0.9066083318,5.1690153017,0.4042870183,0.1124835172,0.9513856074,0.0126681995,3.0000000000,-0.7684577971,1046.2500000000,0.4849285714,2.0000000000,0.0756448133,1.0000000000,535.9931537102,235.0000000000,0.3948656705,24753.2499830117
0,0E-10,-0.0978140322,1.0448523225,4.0371995532,0.4732390400,0.1025788565,0.9999941893,0.0081023453,1.0000000000,-0.2274291773,842.5000000000,0.5977695157,4.0000000000,0.1022299825,2.0000000000,682.0357142857,451.7500000000,-0.4619434197,9281.0260594668
0,0.8557206467,0.0457914371,0.9056785049,5.9011894961,0.4145165617,0.1047034708,0.8961197163,0.0086920026,2.0000000000,-0.1077409585,768.0000000000,0.4989229093,3.0000000000,0.0858074690,1.0000000000,513.2725694444,301.0000000000,0.4537359743,10124.2051575203
0,0.8557299134,0.5511054232,0.6404423659,8.6306413466,0.2309672539,0.1387556914,0.9660536314,0.0173703171,3.0000000000,0.6882091012,864.2500000000,0.5607429392,2.0000000000,0.0854736263,1.0000000000,456.6805989583,171.7500000000,0.6117282018,12623.0471565187
0,0.8557348613,0.5273003686,0.6404365522,5.4572366312,0.2793244385,0.1091948910,0.9685993525,0.0136596698,1.0000000000,-0.4441779115,910.7500000000,0.5062994703,1.0000000000,0.0856951362,1.0000000000,511.4694851688,144.0000000000,0.2634119703,22710.9747202065
0,0.8557368535,0.1303949636,0.9911193087,14.5019168809,0.0689564013,0.1661818883,0.9683831128,0.0290861810,1.0000000000,-0.7104761858,627.2500000000,0.5364402112,3.0000000000,0.0855812790,4.0000000000,346.7940989848,67.0000000000,-0.0586876485,11164.8935285330
0,0.8557346393,0.0249040869,0.9431927833,7.0674342416,0.2964866237,0.2646856428,0.9629728392,0.0867087204,4.0000000000,0.5706773208,618.2500000000,0.4656101732,1.0000000000,0.0841925761,1.0000000000,196.1784873455,19.7500000000,1.1013992617,13276.0514681261
0,0.8557011911,-0.4074201943,0.9173233235,14.9147643509,0.0907264681,0.1673021926,0.8438728853,0.0195907708,4.0000000000,-0.6233452609,1665.5000000000,0.6348966267,3.0000000000,0.0668352759,4.0000000000,1147.3970588235,609.5000000000,0.1602246128,56441.7529031908
0,0.8557327016,-0.1167144684,0.9552794684,5.2575549337,0.2366508947,0.1458570836,0.9591859205,0.0140399590,1.0000000000,-0.0214906066,1510.0000000000,0.5794023325,1.0000000000,0.0886587051,4.0000000000,865.9163043478,290.2500000000,0.2572604943,35792.2602872249
0,0.8557345371,-1.0868309190,0.9074777153,101.0234846594,0.0107804881,0.1405954388,0.9692397923,0.0160265796,1.0000000000,-0.1782135297,904.7500000000,0.6004689908,4.0000000000,0.0866632116,2.0000000000,589.5183611533,228.5000000000,0.1285554129,14435.3577488568
0,0.8557281308,-0.0669421781,0.9696489479,6.8909420830,0.1451180387,0.1213856351,0.9629409210,0.0106842797,1.0000000000,-0.0467155954,1025.2500000000,0.5763565910,1.0000000000,0.0930393401,2.0000000000,712.5486158001,408.0000000000,0.0239161675,10162.7136453638
0,2.6E-9,-1.4308559501,0.9245884642,7.8970880308,0.2037616854,0.2687085962,0.9999877696,0.0441850847,2.0000000000,-0.9524416525,978.7500000000,0.6115050074,2.0000000000,0.0917422722,1.0000000000,668.0507518797,352.0000000000,0.2641980346,23567.4099168375
0,0.8556892802,0.2096127708,0.9275219606,41.6711045966,0.0435036433,0.1029256644,0.8900332260,0.0082614700,1.0000000000,-1.0025160846,1191.7500000000,0.6516208190,3.0000000000,0.0734278625,2.0000000000,927.3734848485,604.7500000000,-0.0628635489,20928.7626899696
0,0.8557356147,0.0769973901,0.9058526644,9.2438238886,0.2321767907,0.1459784433,0.9603825962,0.0278080767,4.0000000000,1.3422211217,1321.0000000000,0.5501860785,2.0000000000,0.0855203887,4.0000000000,584.9986433152,266.5000000000,1.1398400828,31567.9757095840
0,0.8557250705,-0.1095959616,0.9372754625,11.2838534409,0.1988696462,0.2647744759,0.9118390300,0.0524864500,4.0000000000,-0.4283322978,844.7500000000,0.4246812098,1.0000000000,0.0788992942,4.0000000000,391.5452646240,72.2500000000,0.3100184138,22638.4579916279
0,0E-10,-0.1807550564,0.7311811265,5.2094289811,0.5027873302,0.1639316092,0.9999761919,0.0129572597,3.0000000000,-0.7232641938,464.5000000000,0.8754851682,2.0000000000,0.0919577767,3.0000000000,388.2142857143,277.5000000000,-0.3905430828,2712.2519841270
0,0.8557346094,-1.0586130605,0.9438472652,13.5886093530,0.1019598937,0.1186785489,0.9411672113,0.0089998002,2.0000000000,-0.4589280632,710.0000000000,0.5321894422,1.0000000000,0.0913354351,2.0000000000,466.4526881720,262.2500000000,0.1541941362,8218.0944058767
0,2E-10,0.0538734965,0.8696780550,8.7008408271,0.2542134712,0.0917916731,0.9999932026,0.0079949879,1.0000000000,0.4213109332,977.0000000000,0.7511573626,3.0000000000,0.0669125775,3.0000000000,695.5748730964,318.5000000000,-0.9569830872,24996.0635165234
0,0.8557339390,0.6193366402,0.8915054381,8.1547148733,0.1702796093,0.1144772258,0.9411872826,0.0105828395,1.0000000000,-0.2257129201,1432.5000000000,0.5397409530,3.0000000000,0.0944501083,2.0000000000,833.9467918623,399.2500000000,0.4130011871,36473.3261504553
0,0.8556899557,0.1320636642,0.9231956513,5.9699885259,0.1994326222,0.1224159037,0.8025080016,0.0073012336,1.0000000000,-0.4577781929,651.2500000000,0.5569373726,3.0000000000,0.0656253437,4.0000000000,502.9296875000,321.2500000000,-0.3598467200,5970.7316375492
0,0.8556842203,-0.3986202282,0.9164394017,7.1260302811,0.3190643734,0.2602070355,0.8747153143,0.0616407745,2.0000000000,-0.4652120676,903.0000000000,0.4520158914,4.0000000000,0.0817072606,2.0000000000,470.4511627907,130.0000000000,0.3485626612,31542.9563247120
0,0.8557214504,-1.1592026227,0.9750982179,5.2440518482,0.3472150119,0.1189627993,0.8752984759,0.0087098876,3.0000000000,-0.2572085943,615.5000000000,0.7097951568,1.0000000000,0.0751056127,3.0000000000,430.6488764045,183.7500000000,-0.1541535132,8648.4913191138
0,0.8557315609,-0.5902628010,0.9249700744,19.3578170905,0.0555686693,0.1813482741,0.9156484716,0.0294263008,1.0000000000,-0.2140636904,1000.5000000000,0.5735492321,4.0000000000,0.0880270483,2.0000000000,604.5721062619,310.0000000000,0.4344219962,18880.1105818140
0,0.8557078039,-0.3474052375,0.7939015214,9.3915000992,0.2455551145,0.1150392465,0.8342691937,0.0066289732,3.0000000000,-1.3758424541,934.5000000000,0.5100523792,3.0000000000,0.0682665582,4.0000000000,621.6502525253,277.7500000000,-0.0342420152,37174.4226593345
0,1.4E-9,-1.3815603789,0.9089108856,12.6600789202,0.1436273309,0.1061981256,0.9999881268,0.0064904332,2.0000000000,-1.0189454656,1025.0000000000,0.7820910031,1.0000000000,0.0616437686,3.0000000000,808.6213235294,537.0000000000,-0.0928686844,15538.8217592593
0,0.8557286726,-0.7154931257,0.9105882294,8.8069940070,0.2591102292,0.1251609613,0.9072669924,0.0099287025,2.0000000000,-0.1063123342,1047.5000000000,0.5657972196,4.0000000000,0.0705129655,4.0000000000,669.3721413721,352.7500000000,0.3867943772,19331.2294308732
0,0.8557006319,0.4104659027,1.0014931447,5.9498775306,0.2336765613,0.3791568218,0.9191731403,0.1327139038,2.0000000000,-0.1780410310,600.0000000000,0.5310364754,4.0000000000,0.0791353642,2.0000000000,294.3017711172,0E-10,-0.2228258037,17949.3440091720
0,0.8557295715,0.6427821957,0.7765543172,28.5774329706,0.0349926462,0.2518435913,0.9385248279,0.0708976142,1.0000000000,-0.4454242267,1245.5000000000,0.5204449852,4.0000000000,0.0832317322,3.0000000000,581.5500553097,90.5000000000,0.2034720560,53819.7133090657
0,0.8543454920,-0.6654996948,0.9102060640,4.5957179463,0.3550153518,0.0798148868,0.9617119538,0.0040592764,1.0000000000,0.6876156379,1149.5000000000,0.5630449872,1.0000000000,0.0949751756,3.0000000000,851.2291666667,608.2500000000,0.4346112556,8023.3620164282
0,0.8557337660,-0.1580677689,0.8635030798,6.4835134707,0.1562005542,0.1058829663,0.9455575057,0.0178877158,1.0000000000,5.5560771755,1695.5000000000,0.4998471138,3.0000000000,0.0912104484,4.0000000000,860.4104752343,535.2500000000,1.0473404563,15889.5759204489
0,0.8557275248,-0.0690063401,0.9219568107,5.4262224145,0.2995649072,0.1101188043,0.9460171677,0.0148187291,3.0000000000,-0.5124740505,1587.2500000000,0.5870366131,1.0000000000,0.0893497996,2.0000000000,996.9175298805,435.2500000000,0.2475005017,49062.6280180713
0,0.8557358662,-1.1380451439,1.0243793921,23.9029239640,0.0418358859,0.2232293790,0.9732848680,0.0484987302,1.0000000000,-0.8082830157,1488.0000000000,0.5470667169,1.0000000000,0.0813422838,1.0000000000,640.1958333333,82.0000000000,0.0561752603,67016.6254821726
0,0.8557365010,0.0939451201,0.9580986256,10.8217592910,0.1339697286,0.1038940976,0.9684725865,0.0116490613,1.0000000000,-0.4037309971,765.7500000000,0.4973210619,1.0000000000,0.0859291433,1.0000000000,423.3271734334,153.2500000000,0.4586645414,12632.5660582083
0,0.8557297294,0.8027533381,0.8116302636,7.3309221198,0.3658071955,0.1460778497,0.9169250093,0.0170645474,4.0000000000,-0.8293521666,592.0000000000,0.5538547423,4.0000000000,0.0690876472,1.0000000000,408.3065476190,185.2500000000,0.0495761522,7393.2785371107
0,0.8557030952,-0.0900573793,0.9105035122,5.4436648266,0.3126127801,0.1175087466,0.8623523520,0.0134715526,2.0000000000,-1.1735916811,802.7500000000,0.5887316772,1.0000000000,0.0854783350,4.0000000000,559.7714843750,266.0000000000,-0.3737804676,24070.8500995711
0,0.8557278208,0.7695271665,1.3832750305,6.6341138773,0.2493203260,0.1230641879,0.9246375583,0.0107003976,1.0000000000,0.5646984876,618.0000000000,0.5529989243,1.0000000000,0.0843855159,3.0000000000,393.0331412104,230.2500000000,0.7873570148,5820.8697441687
0,0.8557289809,-1.2468846763,0.9752620681,7.8775352846,0.1269432588,0.1969874550,0.9255126474,0.0280494082,4.0000000000,0.5080381732,883.0000000000,0.5120977599,4.0000000000,0.0847274317,2.0000000000,433.0340501792,219.7500000000,0.9421224101,17123.2745394233
0,0.8557339971,0.7257968983,1.0117312947,6.6701984363,0.1889632748,0.1253385458,0.9804930437,0.0147203067,1.0000000000,0.2550312685,1302.2500000000,0.5985242580,3.0000000000,0.0844252653,2.0000000000,523.3253798208,41.5000000000,0.8248668657,51847.2855992235
0,0.8557345130,-1.4912387373,0.9412570159,21.1844959772,0.0688997645,0.1352395973,0.9105633410,0.0134172678,1.0000000000,0.1307235757,1527.0000000000,0.5223878795,1.0000000000,0.0839925623,1.0000000000,833.5535465925,457.2500000000,0.8748215850,50373.2429248298
0,1E-10,-0.0126590593,1.0091446590,5.0839284553,0.3213104655,0.1195563084,0.9999872291,0.0210810901,4.0000000000,-0.8902344024,862.5000000000,0.4193200082,3.0000000000,0.0626991718,3.0000000000,561.8125000000,200.2500000000,-0.4395323086,32823.4155817009
0,0.8557026296,-0.3190559150,0.9670045330,26.5951215596,0.0376008810,0.1281494934,0.8423654008,0.0134738566,1.0000000000,-1.1145438986,1662.0000000000,0.5293602825,1.0000000000,0.0746817772,2.0000000000,952.5582191781,303.7500000000,0.1815358751,133454.6932784550
0,0.8557210084,0.5527052776,0.6482574723,9.7506783464,0.1690129725,0.1848618362,0.8921233504,0.0183279323,2.0000000000,-0.0424316444,1086.0000000000,0.5603539890,4.0000000000,0.0936426191,1.0000000000,582.1958483755,247.2500000000,0.6223129541,28119.1101148433
0,0.8557284276,-0.0499152836,0.9993736182,13.1621243410,0.1055272870,0.2658669386,0.9017678277,0.0492642603,3.0000000000,-0.4672789434,1442.7500000000,0.6284993567,1.0000000000,0.0775278001,1.0000000000,683.2191211401,117.2500000000,0.5078947802,82140.3162792670
0,0.8556984904,-0.2472183662,0.9755800872,7.5807114593,0.1726535590,0.1797046781,0.8665126164,0.0234609128,4.0000000000,-1.0895221853,1288.0000000000,0.4081795350,2.0000000000,0.0605446817,2.0000000000,723.2094095941,244.7500000000,0.1186677419,77626.3209648763
