,V0,V1,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V2,V3,V4,V5,V6,V7,V8,V9,dce2SE0,dce2SE1,dce2SE10,dce2SE11,dce2SE12,dce2SE13,dce2SE14,dce2SE15,dce2SE16,dce2SE17,dce2SE18,dce2SE19,dce2SE2,dce2SE3,dce2SE4,dce2SE5,dce2SE6,dce2SE7,dce2SE8,dce2SE9,dce3SE0,dce3SE1,dce3SE10,dce3SE11,dce3SE12,dce3SE13,dce3SE14,dce3SE15,dce3SE16,dce3SE17,dce3SE18,dce3SE19,dce3SE2,dce3SE3,dce3SE4,dce3SE5,dce3SE6,dce3SE7,dce3SE8,dce3SE9,earlySE0,earlySE1,earlySE10,earlySE11,earlySE12,earlySE13,earlySE14,earlySE15,earlySE16,earlySE17,earlySE18,earlySE19,earlySE2,earlySE3,earlySE4,earlySE5,earlySE6,earlySE7,earlySE8,earlySE9,lateSE0,lateSE1,lateSE10,lateSE11,lateSE12,lateSE13,lateSE14,lateSE15,lateSE16,lateSE17,lateSE18,lateSE19,lateSE2,lateSE3,lateSE4,lateSE5,lateSE6,lateSE7,lateSE8,lateSE9
0,6.6483080554,13.1623293372,3.5000000000,4.5276925691,8.9520326680,8.5750364431,11.1803398875,14.4844744468,9.0138781887,2.7487370837,6.5853888981,13.5465938184,10.6301458127,1.8027756377,4.0311288741,12.4197423484,6.2873374528,1.3743685419,4.0249223595,6.0466933112,1.4711286089,1.5085662759,1.8686440678,1.2770034843,1.4032258065,1.6826446281,2.0492610837,1.8612440191,1.9939024390,1.2981220657,1.2861271676,1.7043073341,1.7622759158,1.5949820789,1.2912280702,2.0214541120,1.7317620651,1.3031674208,1.7425431711,1.1631578947,1.4278215223,1.7348963030,1.8135593220,1.3728222997,1.4688940092,1.6008264463,2.1108374384,1.8484848485,2.0548780488,1.3990610329,1.3940269750,1.6926658906,1.7014809041,1.5519713262,1.3099415205,1.9582836710,1.7328843996,1.3303167421,1.6844583987,1.3105263158,1.5380577428,1.1208295762,1.3220338983,1.0993031359,1.4539170507,1.5900826446,1.5431034483,1.7129186603,1.5198170732,1.1877934272,1.2071290944,1.3399301513,1.9314107560,1.3811230585,1.1789473684,1.8986889154,1.4051627385,1.2669683258,1.4364207221,1.0087719298,1.3267716535,1.8133453562,1.7923728814,1.3954703833,1.4274193548,1.4570247934,2.1256157635,1.6937799043,2.0182926829,1.4154929577,1.3805394990,1.7101280559,1.5970381917,1.4587813620,1.2725146199,1.8474374255,1.6430976431,1.2963800905,1.6530612245,1.3210526316
0,20.0955546049,16.1607044199,19.6653148812,10.4882514257,16.1235572774,8.4762943893,20.6007132827,7.1080640592,4.9553908515,10.8442394591,9.4761982784,17.3107184887,10.4431753429,14.7219601654,15.3017065134,20.0953327915,14.8732884950,14.7522481856,1.7951285790,5.8762302439,0.3592038936,0.4079713763,0.6830045826,0.7435783880,0.6264350453,0.5266351296,0.8779606584,0.7235522816,0.7320670263,0.6329479769,0.6971282818,0.3345228749,0.7473867596,0.3580545980,0.8051836595,0.9313485590,0.3596662405,0.5841818369,0.7784656572,0.8103565051,0.4587171910,0.5267099351,0.7625024905,0.9007085917,0.6219788520,0.5936857260,0.9502207949,0.9132392061,1.0276024331,0.6968996322,0.7325739918,0.5026050960,0.7929832993,0.5279045933,0.8810504634,0.8514138119,0.4578426755,0.7181939731,0.9569982431,1.0472261560,0.2483921432,0.2581960393,0.5905558876,0.5403454384,0.4981873112,0.3003907857,0.6385387395,0.5404133415,0.5347182371,0.5198108250,0.5464180483,0.2014845479,0.5182025712,0.2708469207,0.5890834192,0.8312941816,0.2475607294,0.4103671706,0.6526395047,0.6274244197,0.4480271163,0.5592444666,0.7793385136,0.9658990257,0.7300604230,0.7117441382,0.9892412686,0.9592115135,1.0969241363,0.7588018917,0.8068516645,0.5785454286,0.8198365974,0.5496133420,0.9261929283,0.8900217510,0.5132225288,0.7809318112,1.0197439973,1.0458715596
0,20.0076367987,30.8591350330,30.7721414188,24.9322716538,19.4749698069,21.4986874996,6.1639659295,18.2166237828,20.6540328606,33.5766851317,7.5442535270,24.3207572196,11.3426892440,28.8657837426,22.2205489359,23.4797540987,10.2461789675,29.3491602337,16.2736577321,15.4434350213,1.4357015703,1.3331369384,1.3272646782,1.3305203938,1.3088894260,1.5392843390,1.5475348080,1.2435270224,1.2581829814,1.3562814483,1.6547887536,0.9813263232,1.3036254181,1.3385681574,1.7030630234,1.4787682160,1.7937700412,1.5617887350,1.5961253886,1.5121347645,1.5826181683,1.4680485017,1.4936638814,1.4892809956,1.4740996226,1.7095426216,1.6724361748,1.3481676396,1.4322968650,1.4959253993,1.7695083446,1.1196954196,1.4460735786,1.4671421913,1.8416703394,1.6165910843,1.9083960474,1.6434877451,1.7467655005,1.5884764460,1.1861333262,1.0521192982,1.1258923137,1.0587591811,1.0626034249,1.2407547385,1.3045536692,1.0195434747,1.0390019194,1.1677149420,1.4609833108,0.7885808265,1.1307290970,1.1264868589,1.4631366870,1.2611267454,1.5920293175,1.3565328339,1.3683460270,1.4045319022,1.6235884900,1.5471878204,1.6414697582,1.5716944409,1.5690738709,1.7168161787,1.7152365923,1.3822856924,1.5212156110,1.5464887333,1.8055179672,1.1911656156,1.4862341137,1.5296561227,1.9369609016,1.6919285164,1.9810483607,1.6855514169,1.8417165587,1.5940220632
0,16.3898485861,15.8153951466,27.5273980302,6.9789846610,25.8745884783,33.4354865264,23.9564697398,25.8639926737,19.0998986129,28.3811351222,33.7495993615,19.3504034023,16.6749894186,6.7443368067,15.7554580232,37.3245820871,35.0359849742,24.6121728476,33.1393243741,13.7707353943,1.5952927003,0.9369928086,1.1032332047,1.3157862031,1.1890648194,1.2016151171,1.1012964205,1.5695616454,1.0686787252,1.3842453512,0.9433945946,0.7219117758,0.8137414367,1.2479613008,1.0606294060,1.3819172280,0.9251126529,1.0008403896,1.1974503349,1.3214681126,1.5776417081,1.0147896461,1.1182711491,1.3476491195,1.2702481091,1.2808954063,1.1304116185,1.5498506550,1.1588248622,1.4455831464,0.9851156757,0.8377531574,0.9322017682,1.2785833953,1.1087170821,1.4385978319,1.0004291539,1.0541541988,1.2604637806,1.3105099577,1.4582681691,0.7849728398,0.9360444519,1.1720535347,1.0313706086,1.0870470351,1.0255238960,1.4985320248,0.8789555170,1.2191694870,0.7412064865,0.5830399345,0.6418156072,1.1108719530,0.9237555605,1.2415039137,0.7096774194,0.8191124976,1.0351168682,1.2690317073,1.6248252309,1.1275538255,1.1795603289,1.4072037223,1.3850710398,1.3196376281,1.1990508702,1.5849865303,1.2568631523,1.4748735597,1.1203113514,0.9667086577,1.0299475678,1.3457190090,1.1809355766,1.4368511261,1.0685454069,1.1613675431,1.2815810796,1.3378353142
0,11.4789546562,20.1179680606,10.9930533621,15.1534252754,24.4153080348,19.6245076824,9.4786228249,20.1844121497,7.8973807334,21.0535032714,24.9133191162,18.5294554756,20.4338363179,27.8347133368,32.5955077891,13.4475565386,23.7291428885,25.3247848276,21.2873729975,14.7425036117,0.5894017664,0.7276207303,0.9759707470,0.4599221790,0.2491446345,0.4254252072,0.1148667216,0.4991181658,0.7603055865,0.5952038369,0.2518576457,0.9286654383,0.3903361345,0.4114857745,0.4808126411,1.0063226596,0.7224857685,0.3257701531,0.5611982882,0.3808886907,0.7015497417,0.6967020024,1.0299495037,0.4723735409,0.2491446345,0.4808111644,0.1871393240,0.6740740741,0.8121916282,0.4561151079,0.3347673054,1.0052645433,0.4016806723,0.4581138040,0.4471578083,0.9135223333,0.7863693865,0.3873824018,0.6242510699,0.5324713925,0.3781036494,0.5217903416,0.6965000871,0.3156939040,0.2451010886,0.1794592237,0.1720252817,0.4656084656,0.5416202451,0.3731414868,0.1931951506,0.7280863385,0.1907563025,0.3024236038,0.2302483070,0.7725882113,0.6072106262,0.1391809629,0.4159771755,0.2988556992,0.6597233794,0.9402237927,0.5566776946,0.4241245136,0.0839813375,0.7126035761,0.3553173949,1.0289241623,0.5015120166,0.4618705036,0.1337504889,1.1158199526,0.3117647059,0.2594836670,0.6737122922,0.5078523353,0.7103099304,0.5590296993,0.5406562054,0.5734878882
0,8.8034084308,5.5876848714,7.3181661334,6.9020930803,7.0178344238,6.4621977686,4.7169905660,3.6224920952,5.1146847410,5.2870714956,4.0311288741,6.4621977686,5.9348312716,3.8405728739,7.4870258151,5.3091901454,7.5828754441,7.7763887649,5.7227615711,4.1666666667,0.7599502488,0.6332179931,0.7503949447,0.6642969984,1.0835509138,0.7048710602,0.4573170732,0.5939572587,0.5849220104,0.5130801688,0.4199475066,1.3231132075,0.7066869301,0.5315126050,0.4987878788,1.1650618982,1.8012139605,1.1994328922,0.9025821596,0.5552810377,0.7674129353,0.8027681661,1.0853080569,0.7219589258,1.2271540470,0.7010506208,0.4735772358,0.8098747237,0.5970537262,0.5995780591,0.5931758530,1.5400943396,1.0531914894,0.5856092437,0.5684848485,1.3149931224,2.0364188164,1.2646502836,0.9366197183,0.8017294626,0.6069651741,0.4965397924,0.4581358610,0.4699842022,0.8981723238,0.4928366762,0.3109756098,0.4075165807,0.3760831889,0.3928270042,0.2992125984,1.1580188679,0.5349544073,0.2757352941,0.2909090909,0.9834938102,1.4613050076,0.9291115312,0.6813380282,0.3218035825,0.7475124378,0.8494809689,1.3617693523,0.4131121643,1.1018276762,0.7411652340,0.1707317073,0.8703021371,0.5173310225,0.5438818565,0.6902887139,1.5271226415,1.4194528875,0.5882352941,0.5424242424,1.3741403026,1.9802731411,1.2258979206,0.9407276995,0.9011735639
0,5.4735728734,8.5000000000,4.0938978981,5.6297315701,3.9051248380,7.3805299418,5.4210474174,6.0415229868,7.1063352018,7.2801098893,6.8007352544,4.5338235029,3.9891829047,7.6403533950,3.5707142143,7.3139474404,6.4031242374,7.6681158051,5.7008771255,5.3748384989,1.0182002022,0.5039308176,0.5301507538,0.9238985314,0.5315161840,1.5374280230,0.6158854167,0.7211413748,0.7820224719,1.1387283237,0.5233449477,0.4524838013,0.5558112773,1.3285094067,0.5315126050,0.8219567691,1.7112676056,0.5871985158,0.5637513172,0.6016073479,1.1223458038,0.6462264151,0.5435510888,0.9606141522,0.6899488927,1.7389635317,0.6334635417,0.8962386511,1.0820224719,1.4335260116,0.5602787456,0.5529157667,0.7623705409,1.4413892909,0.5856092437,0.8179749716,1.9577464789,0.6502782931,0.9241306639,0.7508610792,0.8746208291,0.2704402516,0.3400335008,0.6842456609,0.2248722317,1.2543186180,0.4186197917,0.5927367056,0.5101123596,0.9537572254,0.4062717770,0.3250539957,0.3837744534,1.0274963821,0.2757352941,0.6279863481,1.4859154930,0.4183673469,0.3983140148,0.4385763490,1.0788675430,0.6894654088,0.4078726968,0.9712950601,0.6422487223,1.6573896353,0.4733072917,0.9092088197,1.3617977528,1.3641618497,0.4662020906,0.5107991361,0.8308400460,1.3487698987,0.5882352941,0.8401592719,2.1807511737,0.3024118738,1.2191780822,0.7738231917
0,27.6613950801,11.5759518546,26.4201914613,25.2738581997,50.8948995904,41.9687746753,18.6586242156,31.6134039645,39.1910552492,50.7039476519,4.4153290048,14.1131868984,33.6692010251,33.0442811430,32.7446593456,34.8533987127,29.4452649358,14.5212933410,22.6981082300,42.5530146861,0.8445907797,0.9680919546,0.8576229587,1.0682686929,1.2089126767,1.2055880554,0.8802388730,0.9019696562,1.2475245542,1.1857903587,0.9600059671,1.0227690393,1.1068080294,1.2257187360,1.3138397642,1.1582843266,0.9349357300,0.9556461476,0.8804938272,0.9122710475,0.9902650081,1.0487261719,0.9830557135,1.1677291162,1.2425097446,1.3292655869,0.9854903699,0.9865291325,1.2973888928,1.2583800448,1.0902813790,1.1226698137,1.1995573057,1.3120990522,1.3600839586,1.2529389391,1.0837078065,1.0509906237,0.9712421887,1.0283258301,0.6292501441,0.7625106563,0.6062845852,0.8666732706,1.0226307522,0.9829533463,0.6785776853,0.6747804970,1.0612779207,1.0309248879,0.7077025808,0.8350624417,0.8469817389,1.0776023654,1.0675241158,0.9722051552,0.7458250601,0.7849164289,0.6691114159,0.6409626323,1.0785396324,1.0929230484,1.0598454186,1.2174156256,1.2949560766,1.4108784709,1.0467440926,1.0291467878,1.3328811285,1.3051233184,1.1678186558,1.1661529248,1.2350530511,1.3606747802,1.3595927117,1.3219462243,1.1803845752,1.0936322870,1.0136076818,1.1069132862
0,8.1899221622,45.5998715195,70.3088839062,29.2033559651,49.3672224790,49.2617099162,42.8722819940,73.2698292911,15.4150869902,45.2208276809,67.7475593408,31.0991171584,55.7599986872,27.7998357941,84.3653096191,33.5775019767,28.8703019141,17.2214076133,14.2139780137,29.0536670743,1.1672292007,0.9280422300,0.9963567739,0.9381222804,0.9451443817,1.0153113568,1.1201093713,1.1521554470,1.0235616580,1.0595432009,1.0045883905,0.9098466261,0.9148131331,1.2231144597,2.0621786555,1.1061443554,0.9942280501,0.8948575382,1.0315698842,1.2876556772,1.2519108760,1.0470642712,1.1041141658,1.0416644717,1.0572720862,1.1330690156,1.2482037491,1.2684434062,1.1426979888,1.1525259491,1.0927655720,1.0139258332,1.0006607274,1.3094237976,2.0063427995,1.2044649947,1.0996145577,0.9888242629,1.1362642658,1.3636952738,0.9413495405,0.7017151324,0.7928492423,0.6975440667,0.7647492129,0.8199546300,0.9117855842,1.0231046931,0.7911323762,0.7893397696,0.7886845957,0.7051172360,0.6981321142,1.0036422548,1.9351304599,0.9234410268,0.7749869260,0.6681058044,0.7901647941,1.0901847760,1.3203660531,1.1056158548,1.1694014619,1.0906303668,1.1178454808,1.2061269952,1.3220181109,1.3463580378,1.2150835928,1.1976470448,1.1208341812,1.0712171704,1.0522444378,1.3585532480,1.9452693287,1.2758329324,1.1680954502,1.0382033412,1.1980576195,1.4193286594
0,57.9944032085,19.4072192400,18.8204692306,52.8272481760,36.0289295258,6.4578878506,35.4431769933,38.2829346752,15.9464484726,26.8225296415,43.8220764650,38.2671960440,44.9370030311,41.1295942872,36.2438968263,63.1711317383,56.9512062796,36.5287206806,58.7741017966,16.5047252086,1.0284829496,1.1990081674,0.9835357545,0.9929348880,0.9468130853,1.5860328592,1.4897426390,1.0051683582,0.9500543595,1.3321430427,1.2949756273,1.1100697293,1.3168129386,0.9605076065,1.0715447259,1.1603958541,1.2255568513,1.0165488202,1.1700304148,1.1617048740,1.1506990443,1.3317117816,1.0847477585,1.0930689396,1.0501415194,1.6484102281,1.5688759314,1.0693752692,1.0969975327,1.4169048485,1.3973917998,1.2234372436,1.4188652540,1.0731084295,1.1978923916,1.2453473454,1.3375743440,1.1166004608,1.2454926471,1.2450275138,0.8180545539,0.9637190239,0.7252552694,0.7386372259,0.7393026077,1.3684567196,1.2883946303,0.8057890029,0.6959350811,1.1204668117,1.0745911498,0.8333921247,1.0679702678,0.7120836532,0.8749135701,0.9765240958,1.0100991254,0.8058314134,1.0031355498,0.9632319085,1.1512687033,1.4141771371,1.1442166972,1.1588132635,1.1005301363,1.7052559001,1.6157870410,1.0870227827,1.1596313970,1.4523203243,1.4692819009,1.2894216571,1.4778743909,1.1118772886,1.2653397014,1.2753175049,1.4201516035,1.1776753794,1.3066881278,1.2960846625
0,14.2542181378,10.3179716394,28.4794339698,15.6866607169,7.6230427816,13.7679427878,42.2986569894,3.4969471047,16.1891311278,26.8119414970,3.3239361277,45.9238500128,28.1361608263,7.4195419788,15.9957789538,21.1484291242,22.1012800904,18.7006617299,23.4469879873,26.5903550591,0.8993305110,1.1069902109,0.8172711936,0.9887001827,0.9693727378,0.9098174642,1.0495947614,1.0301955356,1.0486873696,1.1346558137,1.0699423030,0.9941275168,1.0752759291,1.1262524287,1.2401098636,0.8753020134,1.0485995495,1.0116314977,1.0358481724,0.9300057009,1.0067933445,1.2072590652,0.9516026993,1.1189187360,1.0910067221,1.0469659595,1.1678922226,1.1387350753,1.1771952611,1.2758341868,1.1825128898,1.0377516779,1.2211152908,1.2751342908,1.4235532212,1.0187919463,1.2053177945,1.1657231086,1.1611996251,1.0944447964,0.7487447081,0.8165241969,0.7084563475,0.7636172948,0.7869217613,0.6844597928,0.9282378831,0.8234123551,0.8225292242,0.9090076007,0.7961883133,0.7520973154,0.8386590054,0.7665434874,0.8798246037,0.6745973154,0.7348202918,0.8496139990,0.9587628866,0.7689237981,1.1271044600,1.2948435130,1.0181358077,1.1989309155,1.1776381210,1.1207202763,1.1797004992,1.1791832497,1.3051127642,1.3160476524,1.2733550209,1.0054530201,1.3063536026,1.3522038935,1.5115405002,1.1333221477,1.2278670062,1.2799279465,1.1176194939,1.1771077469
0,5.9268500083,9.2039558217,1.6032194173,10.2469507660,7.6264844657,1.9859198249,12.8847050801,4.1929200460,1.9195851782,5.4070959295,8.9419899169,8.1324101393,5.7488163033,3.9366281791,6.8827887564,3.3500955950,5.2967495274,7.7308230480,10.5260094528,5.5082009566,1.1938775510,1.8164327750,2.4140151515,2.2363013699,2.0140712946,2.3818112049,2.2432069775,1.8934448341,2.1125778331,2.0189648360,1.3448275862,1.4043754411,1.8551387618,1.9684126349,2.3133971292,2.7177157690,1.0452801228,1.0840652447,1.6635638298,1.8167592125,1.4746938776,1.8730194658,2.3579545455,2.1417808219,2.0098499062,2.5667689946,2.1730962764,1.9554896142,2.1437110834,2.1224812327,1.4259189087,1.6478475653,1.9752973468,2.2011195522,2.1464114833,2.5730045425,1.2755180353,1.2195734003,1.7832446809,1.9091367996,0.9302040816,1.5862381168,2.1753787879,2.0883561644,1.8166041276,2.1005372218,1.8574303925,1.7410304829,1.7975093400,1.7874357961,1.2103069344,1.0568101623,1.5739554742,1.6809276289,2.0569377990,2.6073977936,0.8514965464,0.8920953576,1.6329787234,1.4215042908,1.6236734694,1.8732458126,2.2424242424,2.0561643836,1.9878048780,2.5203376823,2.1855082187,1.9935257621,2.1339975093,2.1118135124,1.5001894657,1.7586450247,2.0308020738,2.1911235506,2.0655502392,2.4503569111,1.3933231005,1.3638644918,1.8437500000,2.0045431600
0,10.3986640149,13.9057636392,12.2559856264,9.7475613330,7.1052044454,3.9641773683,8.4323249878,4.1086355918,18.4144711227,14.9655869536,10.8045265124,18.1309645358,6.1285810897,14.6247327447,14.8235837895,11.0730413572,13.2794013419,6.2699681020,2.5242649584,10.5451589875,1.3182887386,1.2614186592,1.1502937646,1.2318075666,1.1522624434,0.7272608866,0.9259900842,0.6071887035,0.7667767815,0.7359275830,0.8601187757,1.0963782289,0.7066971298,0.8864854267,0.8311666480,1.0642815590,0.7050477311,0.9722884578,0.6166337936,0.8566189519,1.5191855337,1.4124694254,1.3606039548,1.4225128445,1.1299396682,0.8381018539,1.1366704498,0.7114738065,0.8287871638,0.8615648736,0.9849246231,0.9740338572,0.8833357133,0.8109397464,0.9262019500,1.1591768470,0.8585719890,1.2780821035,0.6927021696,0.8602862889,0.9068656278,0.8487495632,0.7312527639,0.8087342363,0.8892911011,0.5901966743,0.5715309719,0.4608472401,0.6218027371,0.5515555093,0.5724074920,1.0730424226,0.4881717359,0.9448438113,0.5447719377,0.8341332170,0.5026807899,0.6183540633,0.4863247863,0.7809061872,1.6348132902,1.4936854191,1.5251753111,1.5501634750,1.1413273002,0.9376112534,1.2736993011,0.7149581270,0.8652194431,0.9270627406,1.1264504340,0.9305995818,0.9904326717,0.8013331591,1.0264485039,1.2203315881,1.0064077416,1.3989173165,0.6797501644,0.9344611381
0,1.8027756377,2.0615528128,2.5000000000,0.5000000000,2.2360679775,3.3541019662,2.5000000000,1.0000000000,3.0413812651,1.8027756377,2.8284271247,2.6925824036,2.9814239700,1.4142135624,1.5000000000,2.5000000000,1.0000000000,2.2360679775,3.1446603774,1.4142135624,0.4202247191,0.1961538462,0.2334152334,0.4707379135,0.1301115242,0.3757961783,0.7712765957,0.2270916335,0.2279909707,0.6032608696,0.2222222222,0.1800554017,0.3207855974,0.1881720430,0.2029339853,0.1941544885,0.3297872340,0.1382978723,0.6073298429,0.1774193548,0.5910112360,0.3711538462,0.3022113022,0.4910941476,0.1821561338,0.5690021231,0.8218085106,0.2709163347,0.1534988713,0.5760869565,0.4814814815,0.1745152355,0.4402618658,0.2795698925,0.1931540342,0.1544885177,0.3617021277,0.2606382979,0.6143106457,0.1411290323,0.2764044944,0.0596153846,0.2039312039,0.3715012723,-0.0074349442,0.2314225053,0.5292553191,0.1195219124,0.0699774266,0.4945652174,0.1234567901,0.0831024931,0.3109656301,0.0698924731,0.0342298289,0.0292275574,0.2553191489,0.0851063830,0.5497382199,0.0282258065,0.5910112360,0.3711538462,0.3022113022,0.4910941476,0.1821561338,0.5690021231,0.8218085106,0.2709163347,0.1534988713,0.5760869565,0.4814814815,0.1745152355,0.4402618658,0.2795698925,0.1931540342,0.1544885177,0.3617021277,0.2606382979,0.6143106457,0.1411290323
0,24.2028166279,20.2209718377,25.0533238828,33.7662010212,14.1569844077,16.7825601418,15.7385815780,15.2740998098,18.3680083100,26.1653804779,4.7923611203,22.5334167276,26.0163327889,10.1782879823,13.9721029101,25.6433705345,5.3613635571,32.9448496949,27.8951499687,14.7410310876,1.4339514110,1.4488212727,1.0821950849,1.1817967182,1.3006253237,1.4497369199,1.0806031212,1.1967190868,1.5883602164,1.1811124699,1.2462529582,1.2794015891,1.5147538104,1.2697839320,1.3429287657,1.0356910362,1.4677704787,1.7018515758,1.0163477698,1.2521181940,1.5368816404,1.5657702495,1.2241448620,1.3328360932,1.4952237546,1.5259718724,1.2511905155,1.3322263910,1.6881529049,1.2170022711,1.3851658465,1.3946577271,1.5348451435,1.3981620844,1.4366340590,1.2075231383,1.6236044066,1.7901492191,1.1437147813,1.2815014987,1.1737920417,1.2097012885,0.8532351864,0.9177300093,1.0759020198,1.2042343788,0.8066800840,0.9221361858,1.4005663144,0.9900647915,1.0151384246,1.0618811291,1.2531566519,1.0814937454,1.1055175347,0.7797024332,1.1815267444,1.5188221460,0.8006632575,1.0513440797,1.4443137985,1.5961692541,1.3002206520,1.4406263079,1.5563846316,1.4855193926,1.3264266939,1.3866687954,1.7372301158,1.2103332245,1.4325438564,1.4406599699,1.4195370894,1.4179961870,1.4472154558,1.2973309558,1.7112638864,1.7518010632,1.1943847792,1.2123858299
0,8.8040739859,7.4642398162,9.4091046333,8.3450016929,6.2006463472,10.5428121284,10.3936412184,7.9322128060,4.5070832721,4.4005548970,7.4277871997,4.2765510507,2.7386127875,4.5378408963,2.4579508724,11.7202082426,4.0890297882,6.5490457320,10.0715837881,1.2920609458,0.7952286282,0.9755976096,0.6429305033,0.8671907323,1.0426439232,0.6681711146,0.6524064171,0.4887814981,0.6580371852,1.2009356204,1.2296638440,0.5154320988,1.1065088757,0.9158335271,0.7481355932,0.5820991629,0.9725298126,0.7315601865,1.1560359589,0.9736281300,0.9128561962,1.0774402390,0.6994180075,1.0297889946,1.1554134091,0.7863029827,0.7807486631,0.6610286503,0.7964226877,1.2354644687,1.2453169104,0.6813271605,1.2182248521,1.0079051383,0.8827118644,0.6632324533,1.0313032368,0.8988209487,1.2044092466,1.0359616409,0.5752153744,0.7248505976,0.4221157138,0.6594952420,0.8287135750,0.5039246468,0.5418894831,0.3037625129,0.3718522005,1.0478948541,1.0836540929,0.2627314815,0.8279289941,0.7430830040,0.4366101695,0.4085640695,0.8283645656,0.4195228955,1.0019263699,0.7770378263,0.9824387011,1.1416832669,0.8154741527,1.0790235830,1.1831319593,0.8738226060,0.8614081996,0.8198136003,0.9538714992,1.2613054132,1.2840646651,0.8414351852,1.2710059172,1.0465008138,0.9884745763,0.7656149388,1.0598381601,1.0164518783,1.1830051370,1.0791156100
0,9.9974045075,6.6650996781,13.2700500890,10.1511083139,7.4330343737,14.5485564173,10.2396288995,14.9872631109,9.9232307010,5.2201532545,14.7373088318,4.6670188653,14.7195448299,13.1306588252,15.0064203947,13.5534936613,5.4607641039,12.4304677678,9.8233790271,9.6277674368,0.6885047537,0.8905601660,0.4873252563,1.0014527845,0.5423754328,1.1881891235,0.8571220295,1.1754650578,1.0000000000,0.5274869110,1.0191672174,1.2001906578,0.7568720379,0.8845192089,0.4930035475,0.6998243303,0.7082033687,0.6325343923,0.7704933586,0.7072654597,0.8598098531,1.0027230290,0.8000931966,1.2613397902,0.7817251242,1.4580452252,1.0198279633,1.4374057315,1.2739539630,0.7385107621,1.2551222736,1.4629408961,0.8941548183,1.1313934985,0.7203389831,0.7416556873,0.9405801622,0.9200113459,0.9389943074,0.8261619249,0.4705272256,0.5910269710,0.4320596459,0.7515738499,0.4230016559,0.7501401607,0.6312873597,0.7637003519,0.7210568092,0.4360093077,0.6949768672,0.7036463298,0.5145339652,0.6844737440,0.4948758376,0.4929732104,0.5143480973,0.4556800454,0.7353889943,0.5965984795,0.9484874676,1.0543309129,0.9264678472,1.3539951574,0.8809272919,1.5722294898,1.1638722846,1.4977375566,1.4777185622,0.8803083188,1.4168869795,1.6267874166,0.9960505529,1.2389179359,0.8373078439,0.8633069829,1.0974734872,1.1032477663,0.9941176471,0.8934869504
0,13.4723277885,9.8042745035,5.4242410051,13.6283271878,12.1097822192,10.5145208994,12.2775241804,17.1926269009,12.6028607374,2.4028894171,8.2733843673,6.9606034221,9.7873434515,11.2282382115,6.2713993516,3.5232464158,10.6432250841,6.4037321514,8.3550302580,16.4843479644,0.7261186264,0.6144448437,0.7501234568,1.3585840708,0.7868971353,0.9440082379,1.0919513336,1.4491525424,0.6533077943,0.8261295457,0.7519330411,0.4876891800,0.8794011188,0.8782299742,0.6200256739,0.6186178761,0.9286316855,0.9762331839,0.8672605791,0.5894167278,0.7991675338,0.8089831117,0.8788148148,1.4715044248,0.8995527620,1.0262582057,1.1553579785,1.6163328197,0.8064682481,0.9153912085,0.8979673177,0.6432121075,0.9809147746,0.9951550388,0.7289972900,0.7568302633,1.0349249199,1.0974588939,1.0019302153,0.7090058694,0.5466181061,0.3761408552,0.5501234568,1.1079646018,0.6260123293,0.7934097052,0.8416003744,1.1024653313,0.4079121851,0.5830782417,0.5252291750,0.2622543483,0.6263573544,0.6752260982,0.3548709171,0.4058598096,0.6443394635,0.6702541106,0.6452858203,0.4215884079,0.8365244537,0.9261228890,0.9101234568,1.3614159292,0.9282001692,1.0310207234,1.2035563875,1.5215716487,0.8762339767,0.9408595568,0.9316062176,0.8142082674,0.9419216848,0.9691537468,0.9095706747,0.8653727284,1.0231145605,1.1859491779,1.0806236080,0.7888848129
0,7.3824115301,5.7008771255,2.8284271247,8.7321245983,7.4535599250,1.4142135624,5.8309518948,7.2111025509,7.2801098893,7.0867638752,3.2249030993,3.5355339059,5.4405882035,5.1478150705,0.4472135955,4.9497474683,8.9752746786,6.4031242374,4.9553562491,2.4267032964,1.8958944282,1.8721461187,1.5696969697,1.6779661017,1.6375404531,1.4854186265,1.4297872340,1.5323383085,1.5414634146,1.7491166078,1.4393939394,1.7510980966,1.6470588235,2.0667655786,1.5356803045,1.3989361702,1.7350597610,1.3826530612,1.7325349301,1.7080000000,1.9076246334,1.7549467275,1.5595959596,1.5028248588,1.5679611650,1.6077140169,1.4170212766,1.4577114428,1.5317073171,1.7385159011,1.5719696970,1.6925329429,1.7205882353,2.0044510386,1.5423406280,1.3204787234,1.7410358566,1.2500000000,1.6926147705,1.5420000000,1.9662756598,1.5220700152,1.4212121212,1.3531073446,1.3786407767,1.3358419567,1.0510638298,1.3631840796,1.2439024390,1.7296819788,1.2121212121,1.5051244510,1.2555147059,1.7893175074,1.2264509990,1.2047872340,1.7788844622,1.0816326531,1.4550898204,1.5760000000,1.7639296188,1.8386605784,1.3696969697,1.2881355932,1.2637540453,1.7309501411,1.1021276596,1.0547263682,1.5073170732,1.5812720848,1.7500000000,1.7964860908,1.6718750000,1.8100890208,1.3710751665,0.9601063830,1.7749003984,0.9030612245,1.3752495010,1.2800000000
