,V0,V1,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V2,V3,V4,V5,V6,V7,V8,V9,dce2SE0,dce2SE1,dce2SE10,dce2SE11,dce2SE12,dce2SE13,dce2SE14,dce2SE15,dce2SE16,dce2SE17,dce2SE18,dce2SE19,dce2SE2,dce2SE3,dce2SE4,dce2SE5,dce2SE6,dce2SE7,dce2SE8,dce2SE9,dce3SE0,dce3SE1,dce3SE10,dce3SE11,dce3SE12,dce3SE13,dce3SE14,dce3SE15,dce3SE16,dce3SE17,dce3SE18,dce3SE19,dce3SE2,dce3SE3,dce3SE4,dce3SE5,dce3SE6,dce3SE7,dce3SE8,dce3SE9,earlySE0,earlySE1,earlySE10,earlySE11,earlySE12,earlySE13,earlySE14,earlySE15,earlySE16,earlySE17,earlySE18,earlySE19,earlySE2,earlySE3,earlySE4,earlySE5,earlySE6,earlySE7,earlySE8,earlySE9,lateSE0,lateSE1,lateSE10,lateSE11,lateSE12,lateSE13,lateSE14,lateSE15,lateSE16,lateSE17,lateSE18,lateSE19,lateSE2,lateSE3,lateSE4,lateSE5,lateSE6,lateSE7,lateSE8,lateSE9
0,8.9413079051,9.2780816722,6.4843903019,3.0509900384,17.5097321699,4.0389412002,13.8042096360,15.4421493817,7.5351406537,20.0749527573,11.6619067181,12.6792207373,10.9186378211,13.5776754050,13.8292424205,18.9397645561,8.6888945723,8.3378242389,11.3172968926,13.9900914679,1.8603141502,1.8667308085,1.8485824469,2.0985131134,2.0250105413,1.7388509816,1.9911249349,1.8333878411,1.8110551656,1.9929342526,1.7845672576,1.8835726705,1.7319896785,1.7380841971,1.8138620003,2.1113833088,2.0086232530,1.6739830982,1.7433452968,1.9093863402,1.8756012243,1.9365870725,1.9214730686,2.2260926030,2.1661081645,1.8317109522,2.0625814226,1.9050837603,1.9172516447,1.9573317822,1.8480235093,2.0211539700,1.7900829904,1.8321823810,1.7503468765,2.2609015189,2.0970487660,1.7368879682,1.7928443248,2.1021231652,1.6132151626,1.5983119041,1.6861253549,1.7173154599,1.7452120459,1.4652080762,1.7825853309,1.6437370544,1.4541512000,1.7927494825,1.5933642999,1.7632494043,1.6962654299,1.7010364837,1.7972445765,1.5545280091,1.6679304193,1.4892637532,1.6325706595,1.3804636300,1.8568833877,1.9722440887,1.9666059245,2.2358437613,2.0341093185,1.9068140006,2.1126400469,1.9594643701,1.8795986622,1.9164770492,1.8965968338,1.9196664305,1.6886289142,1.6913233654,1.7213561646,2.2711293484,2.1730597681,1.7515043899,1.8411283087,2.1834750582
0,26.6403023161,5.0591602110,18.9051095037,24.3059913906,11.3144509367,25.7339215884,23.9467812729,11.0444375140,30.9228430488,32.6714376712,2.3861871027,15.7122033252,20.9579473125,18.5046057596,8.9135867654,19.8643936681,33.9762989286,20.9517539793,15.5373495413,7.6054074330,1.7025682300,1.7370119181,1.7521162692,1.6377077064,1.6768787866,1.7145487531,1.6492405510,1.8600607563,1.6916299559,1.6561224490,1.6203703704,1.4850671477,1.9017256508,1.7952094449,2.0487210288,1.9159646458,1.4104620084,1.8037333333,1.6845201238,1.7708019146,1.6111070462,1.5967603872,1.7338332496,1.5920777182,1.6006101491,1.7105142022,1.6171670788,1.9342473419,1.8056491319,1.7373724490,1.6060323383,1.5544197234,1.9723895876,1.8172323760,2.0587549463,1.9472448557,1.3276059565,1.7165490196,1.6531888545,1.7718510262,1.9008560767,1.8167511688,1.6900776932,1.6898796284,1.7890688781,1.6725515150,1.6516425291,1.7602126469,1.5931588494,1.5480867347,1.6918877833,1.6757199172,2.1877742030,1.7099557271,2.0301017524,2.1407264190,1.5654830088,1.9248000000,1.6429102167,1.7508360108,1.7076534719,1.6489102522,1.8127633257,1.5498822452,1.6067975766,1.7033928136,1.7175909573,1.9728995124,1.9411764706,1.8500000000,1.6261055832,1.6058328322,2.0013454226,1.8339198547,2.0020845110,1.8774340561,1.4264986636,1.7384156863,1.6985758514,1.7749983608
0,15.9598653364,11.4349281310,1.4788551984,11.9243433428,20.9959770045,14.7872651601,12.4688143217,22.7945203422,20.3207591636,17.3277801136,14.7111886671,21.9374996919,9.4677862249,5.7226545224,9.9461375477,19.9874176597,7.9711168739,14.8527483890,7.3681263367,8.0299895622,0.7822626756,0.6325770108,0.7543666881,0.6443861345,0.5682433239,0.6769486421,0.5273361136,0.5871049117,0.6723808112,0.6495542677,0.7091710409,0.4632571274,0.8078351671,0.5547259673,0.5629392971,0.6001659504,0.9454348255,0.5271755528,0.7280696132,0.8331837116,0.8723246434,0.6664809236,0.9415375289,0.7741103899,0.7258924663,0.8076370497,0.7889841001,0.6792921798,0.8391339809,0.7279801678,0.8661648675,0.5667061193,0.8986088724,0.8162790281,0.7585647579,0.7149695758,0.8850522579,0.5692139707,0.8155347585,0.9149130997,0.6149340916,0.4728960245,0.5197969158,0.4872485384,0.3985254905,0.5073306676,0.3715137495,0.4158628877,0.4634685252,0.4912413193,0.4971938860,0.3033285575,0.5659121172,0.3557143113,0.4252887687,0.4383643249,0.7145336226,0.3687484735,0.5307842697,0.6504416834,0.9311708983,0.6539606805,1.0541620884,0.8049993095,0.8330282167,0.9165325163,1.0296331292,0.7758940496,0.9595314006,0.7985749700,0.9486811264,0.6493282668,1.0062898591,0.9859268411,0.8872818874,0.8071358666,0.9024452771,0.6163096418,0.9175346944,0.9762999138
0,9.0674091708,10.0237747209,17.4287859232,17.1045021583,17.8103913837,19.4198331934,21.2640507846,5.8310564503,13.2724454551,16.4679587077,13.7622698875,3.8046484061,10.8355502270,15.1484834382,14.3264527891,20.8456495817,14.1236899585,9.1361414730,15.7764390864,20.7252654955,0.4840022639,0.5598084842,0.5784955635,0.4147512077,0.8744247449,0.8972055443,0.7140573757,0.4534349874,0.7528339504,0.8009238752,0.7337136146,0.5797390705,0.5739531632,0.4412224146,0.4817700843,0.4228720332,0.6956024654,0.5609957505,0.8774223950,0.8806057143,0.6896186313,0.6205950924,0.6996277538,0.5388708617,0.9411851797,0.9295582885,0.8640060291,0.5234549693,0.8392936485,0.9019015377,0.8458350809,0.7069899180,0.7106885704,0.4987485148,0.6015131309,0.5097043760,0.8609335537,0.7050418453,0.9430641456,0.8766057143,0.3240610286,0.3545543060,0.3701157319,0.2840009182,0.7933029821,0.8209606500,0.4633534303,0.3304272325,0.5644090003,0.5869296969,0.5816458351,0.4423768363,0.4274868927,0.2892227523,0.3666117547,0.2696879453,0.5124151622,0.4673866652,0.7244389468,0.8025028571,0.8224293438,0.7888056168,0.8772602056,0.6208434627,0.8985947120,0.9269356963,1.0210107000,0.6334625815,1.0339846198,1.0134151743,0.9811592987,0.7849899473,0.8102341839,0.5639222451,0.7621786994,0.6097133615,0.9496325860,0.9319434393,1.0633563056,0.9435314286
0,5.4594464514,13.2713235090,8.7758436688,10.4388221684,2.8284271247,6.3505795886,12.9930871043,10.1642824125,4.1356396875,14.3510670335,15.5527874246,13.4441196053,9.2984373687,8.6145944938,11.9821295508,8.0914070479,5.6982816885,12.4531205080,10.9197526176,6.6922541368,1.2855453739,1.0500311397,1.0800610820,1.1820590462,1.0384100045,1.2105890364,1.5950625200,1.2786292835,1.1308011408,1.3621637258,1.1799315362,0.9584595960,1.1205098494,1.1195665712,1.1039236479,1.1535508637,1.4070221066,1.2058537639,1.3701009153,1.1717448079,1.4179722140,1.0751505086,1.0918411867,1.1690007570,1.0999330058,1.1593462717,1.5453671048,1.4011214953,1.2323049002,1.3887763957,1.2676508344,1.0094696970,1.1361002844,1.1118445635,1.1852244609,1.2267828141,1.3590702211,1.3113727184,1.3055620746,1.1885337645,0.9615725687,0.9838073490,0.9279013962,1.0325510977,0.8283832068,0.9937010555,1.3190125040,0.9946417445,0.9382940109,1.0792594735,1.0126230210,0.9486111111,0.9073001159,0.8989911571,0.9018498881,0.9456666175,1.2382964889,0.9655470353,1.2506453884,1.0448949136,1.5577889447,1.2067676977,1.1603403141,1.2193414080,1.1477221974,1.2134831461,1.4639307470,1.4871028037,1.2796214675,1.4344807637,1.3776208815,1.0686868687,1.1713894449,1.1249221572,1.2304701308,1.2982430238,1.3858907672,1.4128955611,1.4534146914,1.2727272727
0,5.3814496188,5.8523499554,7.2894308742,1.4142135624,6.0000000000,8.6602540378,5.8309518948,3.0413812651,2.0000000000,7.5571893658,4.1231056256,3.6055512755,7.8740078740,2.5385910353,6.7763092718,2.6034165586,3.6055512755,7.0710678119,6.7082039325,4.0199502484,1.0930599369,0.9673321234,1.0214698596,0.9534883721,1.1673640167,1.2335025381,1.1553030303,1.1766848816,1.0817843866,1.0176100629,1.0802919708,1.0177304965,1.2242990654,1.0072551391,1.0277161863,1.0864197531,0.9742647059,1.1696428571,1.0285714286,1.0852359209,1.1900630915,1.0925589837,1.1932287366,1.2325581395,1.2008368201,1.4263959391,1.2537878788,1.2531876138,1.2713754647,1.2427672956,1.1204379562,1.0531914894,1.3037383178,1.1571946796,1.2965631929,1.1728395062,1.0367647059,1.3169642857,1.1714285714,1.1560121766,0.7854889590,0.7295825771,0.7497935590,0.7170542636,0.8619246862,1.1725888325,0.8674242424,0.7887067395,0.7620817844,0.6867924528,0.7591240876,0.6631205674,0.9859813084,0.6577992745,0.7150776053,0.7222222222,0.6433823529,0.9062500000,0.7642857143,0.7389649924,1.2586750789,1.2940108893,1.2976878613,1.0581395349,1.3012552301,1.5431472081,1.3674242424,1.3224043716,1.2973977695,1.3547169811,1.2408759124,1.2056737589,1.4859813084,1.2889963724,1.3575388027,1.2358024691,1.1691176471,1.4508928571,1.2750000000,1.3143074581
0,14.1654812410,25.2872361145,75.8501701800,78.1497651138,83.0040305789,77.1802204076,71.9394151898,81.8556434358,40.4854373045,35.2641561286,11.7530796582,56.9816139414,29.9244096170,39.9156615222,85.8437461983,67.0638021611,22.9247820460,62.1619653547,45.8993386725,71.5762256007,1.2312293158,2.1751257573,1.4836125888,1.2935410765,1.4632682079,1.6679545682,1.0566594360,1.3827180418,1.8769217720,2.0000518450,1.3813743656,1.3004282500,1.2596797499,1.3062140501,1.2434607458,1.4178592549,1.1517100931,1.2442315385,1.5263825630,1.5066646852,1.3199951862,2.3227795861,1.6102606787,1.4365816808,1.5419453368,1.7686773474,1.1494287780,1.5491359021,2.0008164217,2.1572200692,1.5157630441,1.4105030123,1.4033794344,1.4147670925,1.3818458181,1.5182732111,1.2661921166,1.3999531694,1.6725365068,1.6873542457,1.0252602443,1.8259021040,1.2313900047,1.0235410765,1.2704987098,1.3767444959,0.9120318149,1.0877681393,1.6182433149,1.6751001257,1.1198608985,1.1346809901,0.9616643567,1.0794992911,0.9815828492,1.2088468362,0.9408081308,0.9876289062,1.2164651552,1.1802437240,1.3809856189,2.4562769619,1.7448340752,1.5511709160,1.5985043973,1.8523465343,1.2127982646,1.6886154260,2.1072587315,2.2261480435,1.6097639571,1.4192131814,1.4749786205,1.4928338978,1.5292483005,1.5945121230,1.3255362479,1.5096051592,1.8281676203,1.8362179341
0,1.2649110641,7.3699610942,5.6938346557,3.0016662040,5.1747248988,3.4928498393,1.8352262955,4.3548245707,6.7346533360,7.3590458319,2.4709246751,4.9265719432,5.1881274721,4.9497474683,3.6715119501,4.3600458713,3.1622776602,7.8429019573,1.7079694855,3.5443617197,1.5107057891,1.4259195600,1.2966985230,1.2029227557,1.0760869565,1.5245374095,1.3156792340,1.4024700327,1.4018527792,1.6588393157,1.2335313175,1.2275064267,1.3033248082,1.4232413525,1.3434343434,1.4846285226,1.1160458453,1.3189918534,1.4103920348,1.4948453608,1.4258524980,1.5476108628,1.3844483058,1.2296450939,1.0529891304,1.4818986323,1.3372232196,1.5510352343,1.4707060591,1.9043944985,1.2756479482,1.3316195373,1.4125319693,1.3894286825,1.4102564103,1.5200683177,1.1991404011,1.3744908350,1.3711885501,1.5599565925,1.4940523394,1.2330697834,0.7797567333,1.2455114823,0.5855978261,1.2936444087,1.0227408737,1.4591354886,1.0403104657,1.0838644750,0.9643628510,0.8071979434,1.3309462916,0.8923435678,0.9976689977,1.3398804441,1.2292263610,1.1868635438,1.4452395769,1.2761801411,1.4052339413,1.5297353042,1.5486533449,1.2141962422,1.3546195652,1.5382139984,1.4096349491,1.4297130403,1.5037556335,2.0503186850,1.3061555076,1.4318766067,1.2427109974,1.4621064905,1.4312354312,1.3548249360,1.1088825215,1.3136456212,1.2986932172,1.5496473142
0,40.4124269640,38.8213660442,31.0996904522,7.8928172783,53.0952557685,32.3781568781,16.4540967285,48.5990143803,11.8582510031,37.9171550640,65.1606788063,6.7002960616,20.7991510134,18.8550095335,29.7596408204,56.0149871028,51.1903676678,34.8414171685,7.6579665068,24.7781176353,1.2058911933,1.3019162612,1.6711632969,0.9282150104,1.7504340027,1.9883212725,0.9877766341,2.0736877524,1.0599696667,1.2466432225,1.4161250173,0.8194003053,1.1374051385,1.2350754369,1.5394320340,1.8468659204,2.2167627281,1.5209266573,0.9189836679,1.2645157830,1.3220619176,1.4424821289,1.7305649922,1.0600058704,1.8495023436,2.2034104750,1.1181898390,2.1819902423,1.1619959829,1.4040920716,1.6107039137,0.9734237132,1.2957118040,1.3227233257,1.6614361943,1.9619135566,2.1904899135,1.6478384181,1.0717168421,1.4556011479,0.9310189360,0.9675617228,1.3809492398,0.6537219719,1.6296799954,1.5711112703,0.6997371517,1.5657806191,0.8994220285,0.9179987212,1.2855759923,0.5967950995,0.8452592118,1.0906870726,1.0916613910,1.8191400707,2.1310758886,1.4860444774,0.6660426935,0.9671735457,1.3860835588,1.4994293266,2.0369735150,1.1386184101,1.8735171576,2.2241885792,1.1926512756,2.4685817631,1.3094265375,1.4685635124,1.7004563684,1.0520868338,1.3938740057,1.5007869315,1.7678845980,1.9123628911,2.1555715658,1.9697564079,1.1480018547,1.5249014402
0,26.7459397519,38.4540800064,32.4344537658,8.8809624297,27.5032410211,29.9946535685,16.0434676108,38.3704983702,22.4399581471,27.6512043090,40.4051259729,14.7917296729,29.1779977742,13.2226579847,36.1734711721,25.8647495421,4.7922701354,13.3609721309,25.9182082361,23.9002956082,0.9764258883,0.9480533362,0.8105197839,0.9359950077,1.0390932223,1.0818841090,1.0427946704,1.0199188695,0.9811677982,0.9877479956,0.9505938401,0.9098585791,0.9588895594,0.8499351492,0.9609432234,0.7969806745,1.0179595241,0.7804019879,0.9038821782,0.9944496156,1.0998661543,1.1059776074,0.8879033436,0.9669800442,1.0442748092,1.2092374850,1.1228116362,1.1291143985,1.1093298380,1.1099778604,1.1229657022,0.9918366826,1.0564876282,0.9628126737,1.0510989011,0.9121410470,1.0924930381,0.8872469250,0.9898370045,1.1172475609,0.6679763395,0.7005317585,0.5562490875,0.6808839689,0.7932454314,0.7921847497,0.8080675120,0.7283339580,0.6684815487,0.7351417578,0.6932020722,0.6887847005,0.6826071213,0.6676672225,0.6909951160,0.5880843919,0.7089395541,0.5719018927,0.6473742006,0.7821905057,1.1506843401,1.1250033402,0.9752153599,1.0172289827,1.0687022901,1.2290642822,1.1597121671,1.1300513680,1.0891644821,1.2024589988,1.1304449220,1.0723584195,0.9942305371,1.0340744858,1.1196428571,0.9945739206,1.1130139536,0.9397897700,1.0862562711,1.1419887154
0,24.4187571620,15.6886673616,24.4307763253,4.5332087081,9.3517802632,8.6865894673,14.3827329565,20.8173904118,27.7718169603,14.9200998171,13.1370410156,25.7555468048,14.6129728244,12.1266056738,20.7260411185,10.1100907840,27.3047383060,19.1048847739,5.3353528033,26.7305211918,0.4090532402,0.5416855969,0.5904461157,0.6257624659,0.5117999474,0.7514831729,0.5001233482,0.4198124727,0.4428781909,0.4598459846,0.8029606615,0.4771977625,0.4319383432,0.4943840216,0.4995154180,0.4969326443,0.3941996639,0.4793856057,0.6040575963,0.6862481607,0.4854909331,0.5952769236,0.6368984963,0.7430711832,0.5835306738,0.8024601251,0.5414557234,0.4962545647,0.5252355662,0.5560898947,0.8250115551,0.5418351300,0.5243029189,0.5705684851,0.6023413585,0.5762843730,0.4612170609,0.5241987487,0.7053128086,0.7354314625,0.2827294142,0.3970904013,0.4135151765,0.4225319792,0.3722245836,0.6805788057,0.3927192380,0.3196142684,0.3248792188,0.3693100739,0.7268770542,0.3676392643,0.3030608407,0.4405716417,0.4093536149,0.3812773026,0.2809496290,0.4178183656,0.4353746812,0.5665687928,0.5384765969,0.6720388712,0.7024505093,0.8444865569,0.6477624628,0.8231508886,0.6312961215,0.5643027925,0.5998972075,0.6281879617,0.8426843673,0.6172964970,0.6265958881,0.6078859012,0.6615194601,0.6266394714,0.5102528846,0.5747224594,0.7893132916,0.8214552076
0,15.0847716887,13.7130571535,14.4256919641,6.9606203485,8.9050617098,17.9367422035,1.4402466376,22.4408640894,18.7732888105,9.5317135927,18.5379431807,25.9128671623,16.1350196013,13.5746331963,16.7773886297,16.7636346407,9.6195757238,8.7895413941,18.8753175938,16.2425838148,1.4555967383,0.8814286340,1.0303986989,1.0927364865,1.0179808312,1.1251119514,1.1920529801,0.9889509530,1.5522482934,1.1881350940,1.1642606639,0.9392517187,1.2214117601,0.8965850164,1.2888014751,0.9645262685,1.0563455931,1.3537849538,0.9643311218,0.9660498985,1.4648480356,1.0027793583,1.2179809141,1.1256032819,1.1627134343,1.2509951239,1.2244910473,1.0778088098,1.6421523920,1.2521722056,1.2400701411,1.0787281861,1.2445002042,1.0645934877,1.3659496005,1.1761777396,1.1457107780,1.3765765766,1.1532166717,1.0597827385,1.2328243143,0.7065479056,0.7757527923,0.8070704633,0.8209971005,0.8314260125,0.9002023547,0.7670145524,1.2109830583,0.9607530313,0.9613816165,0.7156266526,1.0696932563,0.6843203513,1.0236508912,0.7530505066,0.8990996982,1.1285363285,0.7250976675,0.7395248896,1.4852483321,1.0712347354,1.3125014948,1.1872104247,1.1845803802,1.3082893820,1.2781763552,1.1459160174,1.7358151618,1.2950026999,1.2286518229,1.1679666843,1.3078913073,1.1624024791,1.4662077443,1.1990785030,1.1953808379,1.3771615772,1.2253403916,1.1211650949
0,1.9735679401,11.3887726297,5.4679026311,11.3955095932,5.7996965086,3.4147869672,3.1045974884,8.9225694112,5.5386444132,7.5418105419,10.8174137348,8.4259853974,7.4953114149,9.5171424283,4.8145299061,7.6818679157,13.6076584079,11.5866302263,2.5446627757,7.2449343600,0.4601219798,0.7931233192,0.8134529929,0.7925693241,0.7309207513,0.6232538147,0.5200173686,0.8320458510,0.7425061979,0.7015041092,0.9909409888,1.1719392315,0.9444717848,0.7645965043,0.4446693657,0.9541652144,0.8346823861,1.0434192673,0.6549833095,0.7059545734,0.6493079991,0.9489051095,0.9881502135,1.0007582322,0.8749427393,0.7238340855,0.8323056882,0.9627460753,0.8931147172,0.9313071794,1.0315151515,1.1789097408,0.9688320210,0.8201004091,0.5315211105,1.1077611247,0.9535456625,0.9402985075,0.8682244476,0.6897307726,0.3322777387,0.5448520937,0.6711684238,0.5631499133,0.4940907009,0.4243498818,0.3933130699,0.6054074259,0.5454135677,0.5740424872,0.8616905901,0.9213583557,0.7162893701,0.5305875790,0.3355504145,0.7669919833,0.5582438853,0.7259158752,0.4845811477,0.5711654828,0.6482524044,0.9681137149,0.9903284831,1.0557842288,0.9693082913,0.7384483129,1.0014763352,1.0043608273,0.9801667794,1.0276011785,1.0364274322,1.1658623771,1.0159940945,0.9612309409,0.6160593792,1.1255954456,0.9529297906,0.9077340570,1.0125576220,0.7605893186
0,17.6774747333,36.9327110828,38.9183190227,15.1157523593,34.4082225820,13.0844246479,11.1663702779,22.8812858192,32.1062087761,26.3518513430,19.4175464751,17.9606745161,37.8747391776,21.8639256593,22.3897833844,20.4779519007,15.9195914207,33.2105820082,30.1957733678,30.4208676243,0.7265337936,1.4246205734,1.3720092616,0.7332925949,1.9237199582,0.7223122938,0.9120318400,0.8777496199,1.4112485939,0.6745750603,0.7960347637,0.8383175082,1.3587196468,0.5560055906,0.9770220588,0.8056057866,0.6231607323,0.6477588259,0.6534681508,0.6743746833,1.1129050217,1.4642495784,1.2827373296,0.6820732182,1.7941483804,0.8073461173,0.7573732013,0.9377597567,1.3192350956,0.7288720864,0.7979359044,0.7942142160,1.3642384106,0.5219487150,1.1573529412,0.8924050633,0.6642704706,0.7195557319,0.6118333475,0.7418582155,0.5908028059,1.2472175379,1.1080524826,0.6486306316,1.7227446883,0.5377648572,0.6434840290,0.7733400912,1.3565804274,0.5944690858,0.8647474199,0.7426568462,1.0643855776,0.5858695342,0.9590073529,0.9922500646,0.7719869707,0.6651725506,0.5326422522,0.5948224239,1.1497606057,1.5451939292,1.3020324157,0.6665185267,1.8986415883,0.8965170235,0.8783549342,0.9688798784,1.1905511811,0.7399458220,0.8374524715,0.6798296211,1.3156732892,0.5115376936,0.8588235294,0.7545853785,0.6571942042,0.8000000000,0.6586229360,0.8399281404
0,17.1039247005,24.7857780771,15.5773977593,26.7400033242,22.4028310800,14.5122396531,11.7804742158,8.8285482601,12.6001426798,33.2839415404,23.6633940516,32.5803472195,35.7584633339,8.3929669064,24.0537574324,21.5446334937,30.5636167144,8.6706281010,14.9134773222,15.4851342060,0.9080386024,1.0044835165,0.5556322298,0.6004704301,0.4721039944,0.5532109045,0.5791541699,0.6050765535,0.6056731519,0.5505338599,0.5764520062,1.5632874132,0.5979199942,0.5344049323,1.0080738760,0.8151942153,0.5104678211,0.5622722617,0.5980659639,0.8991181027,1.0520490817,1.2207472527,0.5863039570,0.7704973118,0.5489232615,0.6363446257,0.6678524098,0.6660154554,0.7428959754,0.5760933158,0.6827754378,1.7845284352,0.6363075359,0.6323901795,1.1853459151,1.0855196069,0.5931177894,0.6186086343,0.6830957493,1.1685436777,0.7342208678,0.6095824176,0.4563894892,0.4583333333,0.3433567482,0.4048135052,0.3968287182,0.4705073659,0.4489441494,0.3432792160,0.4194191975,1.3555869540,0.4503593727,0.4149510074,0.5575515971,0.4481551868,0.3721304542,0.4234715296,0.4906123371,0.5306876415,1.1054348117,1.2023150183,0.6788457697,0.8104838710,0.6386380152,0.6466294057,0.6949850038,0.6928019450,0.7289270343,0.7293769197,0.7209598759,1.9021547156,0.6379228982,0.5908014973,1.3286067518,1.0199313989,0.6266124674,0.6574647793,0.6680980902,1.2160946252
0,37.1783718936,49.2475817652,33.3308573535,55.2094251464,17.1241214616,52.2782208257,21.8232790892,18.0778874466,16.7324308803,25.9632000384,39.9111291829,30.7300480310,26.1617420568,25.0296601632,24.0244783586,40.1606840102,18.0619646745,17.8297613732,31.2234679187,13.4490799308,0.7322408442,0.7806578130,0.6448263040,0.6596900384,0.5521977674,1.0873412421,0.6484674535,0.4988325014,0.6292573300,0.6466749316,0.7311035385,0.6117551682,0.7411330530,0.6337967411,0.5853712183,0.8496223900,0.5940313534,0.6231616477,0.6503945909,0.7833340781,0.8732464308,0.9389367816,0.7179963880,0.7962326207,0.6537043372,1.1970690858,0.7769186283,0.5497097320,0.7618508388,0.7560992725,0.8568412475,0.7370895825,0.8255886162,0.7047197004,0.6609745856,0.9559455057,0.6904214008,0.6998790348,0.7746959452,0.9160596446,0.5143637492,0.5467342342,0.4584085839,0.3767379279,0.3483990319,0.6987020237,0.4546661812,0.3614961119,0.4480583962,0.4605974129,0.4941600612,0.4461018781,0.5654264474,0.4225573050,0.4565795525,0.6381237968,0.4458363296,0.3800216464,0.4170940529,0.5476456481,0.9307014277,1.0547530289,0.8359449697,0.9103503264,0.7417417417,1.2651779484,0.8498725555,0.5798290525,0.8386265048,0.8222029894,0.9347605996,0.7966220781,0.8746296198,0.7884664405,0.7270200556,0.9871538575,0.7325471020,0.8052460686,0.9178581148,0.9956056069
0,9.9438940227,31.5454545455,42.0410513665,11.2578140906,6.5538233116,4.6966164169,38.4957083757,34.1679115627,18.5962551894,37.4304383910,24.1144286907,14.6941887722,41.7598407267,30.1183393754,27.0222202588,14.2761218911,21.0548537401,17.2886170723,32.8418011888,32.5032626745,1.0048388933,1.0949788264,0.9716591024,1.1387446666,1.0684882614,1.0430452705,1.1313069909,1.1990731205,3.1434102969,1.0108621084,0.9408380095,1.2587750975,1.1299222023,2.0098807496,1.0751498590,1.2871584542,1.1484358260,0.9676479423,1.1695589299,0.9534603328,1.0337014687,1.3016485178,0.9335854766,1.1293887832,1.1184565355,1.0910152118,1.0790273556,1.2366632338,3.3441847125,1.1421792820,0.9084797904,1.2924310270,1.2002393776,2.1148211244,1.0661583216,1.4117035411,1.1380972788,0.9975067588,1.2927693420,0.9563539908,0.9394284413,0.7577132486,0.8946041351,0.9891533440,0.9227078046,0.8843249553,1.1152988855,1.2679711637,2.0752904059,0.8279785045,0.9744495400,1.0737397082,0.9004787552,1.8652470187,0.9751851199,0.8741840448,0.9928219413,0.8033042956,1.0026753435,0.9377381239,1.0149151770,1.4348154870,0.9094805850,1.1442965095,1.1759993655,1.1301937037,1.0197906113,1.2535530381,3.2909794923,1.2094671850,0.8749252286,1.3028311426,1.1838420108,2.1536626917,1.0429301834,1.4544509272,1.1399185772,0.9886452388,1.3479392625,1.0115746323
0,16.5941407732,19.7742522923,16.2650777957,19.3517872224,13.3021281667,14.8075040436,19.8419287925,26.4681218207,20.8127410977,16.3335364367,10.1939341288,9.9878779389,14.6938547902,6.9702762188,16.7903147055,26.3590677191,18.7155909709,25.5203344770,10.0377279806,3.0417236517,0.5051270454,0.5592634662,0.4411185748,0.4409555780,0.4855005374,0.4974344429,0.4693121977,0.5096788833,0.4363985869,0.4418205148,0.4125608181,0.4754562682,0.4874284252,0.5473753097,0.4883235162,0.7238141289,0.4318035384,0.3749262606,0.4409636138,0.3399712996,0.5510739733,0.6704825378,0.5684222829,0.5095308599,0.5357139056,0.5630688704,0.5078990334,0.5941911051,0.4779985787,0.5314929988,0.5199494385,0.5862239942,0.5522056236,0.6469125415,0.5402234458,0.6676466322,0.5326116137,0.4364012837,0.5423001710,0.4308024083,0.4207736167,0.4142352748,0.2945670628,0.2923953462,0.3606348902,0.3619175928,0.3241631470,0.3313980783,0.3150699639,0.2886291448,0.2728302976,0.3260814932,0.3630935244,0.3717851634,0.3841795249,0.5728639814,0.2887996993,0.2621699427,0.3123332089,0.1929018655,0.5818659035,0.6699077622,0.5666691272,0.5510894156,0.5945098916,0.6775391280,0.5396139783,0.6188929924,0.5189646270,0.6112158969,0.6475190559,0.6914764276,0.5884915177,0.6802412004,0.5937880146,0.5806875876,0.6276275873,0.4616319403,0.6511245689,0.4412764456
0,2.0149713569,11.2725117304,39.0921184587,30.6969384532,20.3912618537,22.6673169576,34.8657209627,13.2921212155,33.5218801672,25.5499428498,17.8822939064,23.2568948611,12.5387864281,36.7679714619,36.8520921963,26.3342267296,12.5015722056,24.0845155954,33.9588326279,22.5097825379,0.2982898902,0.2865220120,0.3681582878,0.3201531239,0.3101659160,0.4572225165,0.3598372184,0.2788585462,0.3782964135,0.3976837371,0.2803343953,0.3228219253,0.3069019102,0.3637072144,0.4366012128,0.4459297710,0.2900277335,0.3564562573,0.4950702191,0.3529366606,0.3561111275,0.3592604469,0.4641826776,0.3898588762,0.3921512730,0.4871640612,0.4483585923,0.3451035208,0.4139240506,0.4724348597,0.3572732906,0.3838317213,0.3694197490,0.4859232565,0.5065849439,0.5202349467,0.3738634514,0.4144297168,0.5537802753,0.4526422460,0.2088020356,0.2068084710,0.2931782375,0.2175699479,0.2321515413,0.2963983945,0.2298798048,0.1926724331,0.2556962025,0.2652970779,0.1795277447,0.2134479720,0.2361068533,0.2749669439,0.2729527170,0.3109464912,0.2129642336,0.2627900111,0.3516778961,0.2211832625,0.3993964318,0.4022320340,0.5123483314,0.4558242514,0.4360131874,0.5571309275,0.5051233666,0.4060265839,0.4844541139,0.5048713309,0.4147560581,0.4722326715,0.4242382598,0.5147928206,0.5702262166,0.5951817834,0.4511024801,0.4750641274,0.5866998425,0.4798189753
